Date Time;Time inactive;Date Time;Time cooling;Date Time;Time heating;Date Time;Time hot water
1/18/2019, 12:00:00 PM;11.74;1/18/2019, 12:00:00 PM;0;1/18/2019, 12:00:00 PM;8.22;1/18/2019, 12:00:00 PM;3.76
1/19/2019, 12:00:00 PM;15.46;1/19/2019, 12:00:00 PM;0;1/19/2019, 12:00:00 PM;8.34;1/19/2019, 12:00:00 PM;0
1/20/2019, 12:00:00 PM;12.82;1/20/2019, 12:00:00 PM;0;1/20/2019, 12:00:00 PM;8.26;1/20/2019, 12:00:00 PM;2.68
1/21/2019, 12:00:00 PM;12.74;1/21/2019, 12:00:00 PM;0;1/21/2019, 12:00:00 PM;10.22;1/21/2019, 12:00:00 PM;0.82
1/22/2019, 12:00:00 PM;10.46;1/22/2019, 12:00:00 PM;0;1/22/2019, 12:00:00 PM;11.86;1/22/2019, 12:00:00 PM;1.42
1/23/2019, 12:00:00 PM;10.02;1/23/2019, 12:00:00 PM;0;1/23/2019, 12:00:00 PM;9.62;1/23/2019, 12:00:00 PM;4.12
1/24/2019, 12:00:00 PM;9.12;1/24/2019, 12:00:00 PM;0;1/24/2019, 12:00:00 PM;11.52;1/24/2019, 12:00:00 PM;3.08
1/25/2019, 12:00:00 PM;13.32;1/25/2019, 12:00:00 PM;0;1/25/2019, 12:00:00 PM;10.44;1/25/2019, 12:00:00 PM;0
1/26/2019, 12:00:00 PM;14.62;1/26/2019, 12:00:00 PM;0;1/26/2019, 12:00:00 PM;6.72;1/26/2019, 12:00:00 PM;2.46
1/27/2019, 12:00:00 PM;16.396;1/27/2019, 12:00:00 PM;0;1/27/2019, 12:00:00 PM;4.719;1/27/2019, 12:00:00 PM;2.884
1/28/2019, 12:00:00 PM;14.86;1/28/2019, 12:00:00 PM;0;1/28/2019, 12:00:00 PM;6.74;1/28/2019, 12:00:00 PM;2.18
1/29/2019, 12:00:00 PM;10.56;1/29/2019, 12:00:00 PM;0;1/29/2019, 12:00:00 PM;8.04;1/29/2019, 12:00:00 PM;5.12
1/30/2019, 12:00:00 PM;10.98;1/30/2019, 12:00:00 PM;0;1/30/2019, 12:00:00 PM;8.44;1/30/2019, 12:00:00 PM;4.3
1/31/2019, 12:00:00 PM;14.08;1/31/2019, 12:00:00 PM;0;1/31/2019, 12:00:00 PM;9.68;1/31/2019, 12:00:00 PM;0
2/1/2019, 12:00:00 PM;12.72;2/1/2019, 12:00:00 PM;0;2/1/2019, 12:00:00 PM;9.38;2/1/2019, 12:00:00 PM;1.66
2/2/2019, 12:00:00 PM;13.5;2/2/2019, 12:00:00 PM;0;2/2/2019, 12:00:00 PM;8.12;2/2/2019, 12:00:00 PM;2.16
2/3/2019, 12:00:00 PM;12.82;2/3/2019, 12:00:00 PM;0;2/3/2019, 12:00:00 PM;4.9;2/3/2019, 12:00:00 PM;6.08
2/4/2019, 12:00:00 PM;13.52;2/4/2019, 12:00:00 PM;0;2/4/2019, 12:00:00 PM;10.24;2/4/2019, 12:00:00 PM;0
2/5/2019, 12:00:00 PM;15.68;2/5/2019, 12:00:00 PM;0;2/5/2019, 12:00:00 PM;6.62;2/5/2019, 12:00:00 PM;1.48
2/6/2019, 12:00:00 PM;13.572;2/6/2019, 12:00:00 PM;0;2/6/2019, 12:00:00 PM;5.848;2/6/2019, 12:00:00 PM;4.538
2/7/2019, 12:00:00 PM;15.44;2/7/2019, 12:00:00 PM;0;2/7/2019, 12:00:00 PM;4.72;2/7/2019, 12:00:00 PM;3.66
2/8/2019, 12:00:00 PM;16.94;2/8/2019, 12:00:00 PM;0;2/8/2019, 12:00:00 PM;6.86;2/8/2019, 12:00:00 PM;0
2/9/2019, 12:00:00 PM;15.98;2/9/2019, 12:00:00 PM;0;2/9/2019, 12:00:00 PM;4.84;2/9/2019, 12:00:00 PM;3
2/10/2019, 12:00:00 PM;17.06;2/10/2019, 12:00:00 PM;0;2/10/2019, 12:00:00 PM;5.8;2/10/2019, 12:00:00 PM;0.9
2/11/2019, 12:00:00 PM;14.48;2/11/2019, 12:00:00 PM;0;2/11/2019, 12:00:00 PM;5.98;2/11/2019, 12:00:00 PM;3.38
2/12/2019, 12:00:00 PM;14.52;2/12/2019, 12:00:00 PM;0;2/12/2019, 12:00:00 PM;7.26;2/12/2019, 12:00:00 PM;0
2/13/2019, 12:00:00 PM;15.28;2/13/2019, 12:00:00 PM;0;2/13/2019, 12:00:00 PM;6.62;2/13/2019, 12:00:00 PM;1.86
2/14/2019, 12:00:00 PM;0.268;2/14/2019, 12:00:00 PM;0;2/14/2019, 12:00:00 PM;0.164;2/14/2019, 12:00:00 PM;0.03
2/15/2019, 12:00:00 PM;17.87;2/15/2019, 12:00:00 PM;0;2/15/2019, 12:00:00 PM;4.284;2/15/2019, 12:00:00 PM;1.488
2/16/2019, 12:00:00 PM;15.26;2/16/2019, 12:00:00 PM;0;2/16/2019, 12:00:00 PM;6.82;2/16/2019, 12:00:00 PM;1.66
2/17/2019, 12:00:00 PM;14.68;2/17/2019, 12:00:00 PM;0;2/17/2019, 12:00:00 PM;5.24;2/17/2019, 12:00:00 PM;3.84
2/18/2019, 12:00:00 PM;13.12;2/18/2019, 12:00:00 PM;0;2/18/2019, 12:00:00 PM;3.24;2/18/2019, 12:00:00 PM;3.46
2/19/2019, 12:00:00 PM;14.82;2/19/2019, 12:00:00 PM;0;2/19/2019, 12:00:00 PM;3.08;2/19/2019, 12:00:00 PM;8
2/20/2019, 12:00:00 PM;2.321;2/20/2019, 12:00:00 PM;0;2/20/2019, 12:00:00 PM;1.573;2/20/2019, 12:00:00 PM;0
2/21/2019, 12:00:00 PM;14.111;2/21/2019, 12:00:00 PM;0;2/21/2019, 12:00:00 PM;3.66;2/21/2019, 12:00:00 PM;2.42
2/22/2019, 12:00:00 PM;23.66;2/22/2019, 12:00:00 PM;0;2/22/2019, 12:00:00 PM;2.8;2/22/2019, 12:00:00 PM;1.44
2/23/2019, 12:00:00 PM;15.12;2/23/2019, 12:00:00 PM;0;2/23/2019, 12:00:00 PM;5.98;2/23/2019, 12:00:00 PM;2.66
2/24/2019, 12:00:00 PM;17.38;2/24/2019, 12:00:00 PM;0;2/24/2019, 12:00:00 PM;4.88;2/24/2019, 12:00:00 PM;1.6
2/25/2019, 12:00:00 PM;16.88;2/25/2019, 12:00:00 PM;0;2/25/2019, 12:00:00 PM;3.12;2/25/2019, 12:00:00 PM;3.86
2/26/2019, 12:00:00 PM;21.42;2/26/2019, 12:00:00 PM;0;2/26/2019, 12:00:00 PM;2.52;2/26/2019, 12:00:00 PM;0
2/27/2019, 12:00:00 PM;18.8;2/27/2019, 12:00:00 PM;0;2/27/2019, 12:00:00 PM;0.86;2/27/2019, 12:00:00 PM;4.26
2/28/2019, 12:00:00 PM;18.44;2/28/2019, 12:00:00 PM;0;2/28/2019, 12:00:00 PM;3.46;2/28/2019, 12:00:00 PM;1.94
3/1/2019, 12:00:00 PM;15.88;3/1/2019, 12:00:00 PM;0;3/1/2019, 12:00:00 PM;5.64;3/1/2019, 12:00:00 PM;2.3
3/2/2019, 12:00:00 PM;16.7;3/2/2019, 12:00:00 PM;0;3/2/2019, 12:00:00 PM;6.42;3/2/2019, 12:00:00 PM;0.64
3/3/2019, 12:00:00 PM;18.8;3/3/2019, 12:00:00 PM;0;3/3/2019, 12:00:00 PM;2.48;3/3/2019, 12:00:00 PM;2.6
3/4/2019, 12:00:00 PM;18.24;3/4/2019, 12:00:00 PM;0;3/4/2019, 12:00:00 PM;3.2;3/4/2019, 12:00:00 PM;2.4
3/5/2019, 12:00:00 PM;17.88;3/5/2019, 12:00:00 PM;0;3/5/2019, 12:00:00 PM;4.26;3/5/2019, 12:00:00 PM;1.72
3/6/2019, 12:00:00 PM;19.08;3/6/2019, 12:00:00 PM;0;3/6/2019, 12:00:00 PM;3.44;3/6/2019, 12:00:00 PM;1.36
3/7/2019, 12:00:00 PM;18.02;3/7/2019, 12:00:00 PM;0;3/7/2019, 12:00:00 PM;2.92;3/7/2019, 12:00:00 PM;2.92
3/8/2019, 12:00:00 PM;15;3/8/2019, 12:00:00 PM;0;3/8/2019, 12:00:00 PM;6.48;3/8/2019, 12:00:00 PM;2.3
3/9/2019, 12:00:00 PM;18.4;3/9/2019, 12:00:00 PM;0;3/9/2019, 12:00:00 PM;2.74;3/9/2019, 12:00:00 PM;2.76
3/10/2019, 12:00:00 PM;14.58;3/10/2019, 12:00:00 PM;0;3/10/2019, 12:00:00 PM;5.16;3/10/2019, 12:00:00 PM;4.08
3/11/2019, 12:00:00 PM;14.32;3/11/2019, 12:00:00 PM;0;3/11/2019, 12:00:00 PM;6.88;3/11/2019, 12:00:00 PM;2.58
3/12/2019, 12:00:00 PM;19.34;3/12/2019, 12:00:00 PM;0;3/12/2019, 12:00:00 PM;5.88;3/12/2019, 12:00:00 PM;0.58
3/13/2019, 12:00:00 PM;13.12;3/13/2019, 12:00:00 PM;0;3/13/2019, 12:00:00 PM;5.74;3/13/2019, 12:00:00 PM;4.88
3/14/2019, 12:00:00 PM;16.04;3/14/2019, 12:00:00 PM;0;3/14/2019, 12:00:00 PM;5.48;3/14/2019, 12:00:00 PM;2.28
3/15/2019, 12:00:00 PM;16.5;3/15/2019, 12:00:00 PM;0;3/15/2019, 12:00:00 PM;4.7;3/15/2019, 12:00:00 PM;2.6
3/16/2019, 12:00:00 PM;14.06;3/16/2019, 12:00:00 PM;0;3/16/2019, 12:00:00 PM;4.74;3/16/2019, 12:00:00 PM;5
3/17/2019, 12:00:00 PM;14.92;3/17/2019, 12:00:00 PM;0;3/17/2019, 12:00:00 PM;4.08;3/17/2019, 12:00:00 PM;4.8
3/18/2019, 12:00:00 PM;18.18;3/18/2019, 12:00:00 PM;0;3/18/2019, 12:00:00 PM;5.62;3/18/2019, 12:00:00 PM;0
3/19/2019, 12:00:00 PM;16.92;3/19/2019, 12:00:00 PM;0;3/19/2019, 12:00:00 PM;5.16;3/19/2019, 12:00:00 PM;1.74
3/20/2019, 12:00:00 PM;18.28;3/20/2019, 12:00:00 PM;0;3/20/2019, 12:00:00 PM;3.58;3/20/2019, 12:00:00 PM;2
3/21/2019, 12:00:00 PM;18.16;3/21/2019, 12:00:00 PM;0;3/21/2019, 12:00:00 PM;2.98;3/21/2019, 12:00:00 PM;2.76
3/22/2019, 12:00:00 PM;17.64;3/22/2019, 12:00:00 PM;0;3/22/2019, 12:00:00 PM;3.72;3/22/2019, 12:00:00 PM;2.5
3/23/2019, 12:00:00 PM;13.78;3/23/2019, 12:00:00 PM;0;3/23/2019, 12:00:00 PM;1.76;3/23/2019, 12:00:00 PM;6.36
3/24/2019, 12:00:00 PM;18.18;3/24/2019, 12:00:00 PM;0;3/24/2019, 12:00:00 PM;5.64;3/24/2019, 12:00:00 PM;0
3/25/2019, 12:00:00 PM;16.76;3/25/2019, 12:00:00 PM;0;3/25/2019, 12:00:00 PM;6.7;3/25/2019, 12:00:00 PM;2.36
3/26/2019, 12:00:00 PM;16.88;3/26/2019, 12:00:00 PM;0;3/26/2019, 12:00:00 PM;4.26;3/26/2019, 12:00:00 PM;2.72
3/27/2019, 12:00:00 PM;17.46;3/27/2019, 12:00:00 PM;0;3/27/2019, 12:00:00 PM;4.78;3/27/2019, 12:00:00 PM;1.6
3/28/2019, 12:00:00 PM;15.02;3/28/2019, 12:00:00 PM;0;3/28/2019, 12:00:00 PM;3.26;3/28/2019, 12:00:00 PM;5.54
3/29/2019, 12:00:00 PM;22.647;3/29/2019, 12:00:00 PM;0;3/29/2019, 12:00:00 PM;2.985;3/29/2019, 12:00:00 PM;0.464
3/30/2019, 12:00:00 PM;15.28;3/30/2019, 12:00:00 PM;0;3/30/2019, 12:00:00 PM;2.28;3/30/2019, 12:00:00 PM;4.26
3/31/2019, 12:00:00 PM;22.4;3/31/2019, 12:00:00 PM;0;3/31/2019, 12:00:00 PM;1;3/31/2019, 12:00:00 PM;0.54
4/1/2019, 12:00:00 PM;19;4/1/2019, 12:00:00 PM;0;4/1/2019, 12:00:00 PM;3.44;4/1/2019, 12:00:00 PM;1.44
4/2/2019, 12:00:00 PM;21.06;4/2/2019, 12:00:00 PM;0;4/2/2019, 12:00:00 PM;1.7;4/2/2019, 12:00:00 PM;1.16
4/3/2019, 12:00:00 PM;18.38;4/3/2019, 12:00:00 PM;0;4/3/2019, 12:00:00 PM;4.08;4/3/2019, 12:00:00 PM;1.38
4/4/2019, 12:00:00 PM;15.38;4/4/2019, 12:00:00 PM;0;4/4/2019, 12:00:00 PM;7.72;4/4/2019, 12:00:00 PM;2.7
4/5/2019, 12:00:00 PM;18.94;4/5/2019, 12:00:00 PM;0;4/5/2019, 12:00:00 PM;2.46;4/5/2019, 12:00:00 PM;2.48
4/6/2019, 12:00:00 PM;18.24;4/6/2019, 12:00:00 PM;0;4/6/2019, 12:00:00 PM;3.22;4/6/2019, 12:00:00 PM;2.44
4/7/2019, 12:00:00 PM;21.68;4/7/2019, 12:00:00 PM;0;4/7/2019, 12:00:00 PM;0.78;4/7/2019, 12:00:00 PM;1.48
4/8/2019, 12:00:00 PM;13.58;4/8/2019, 12:00:00 PM;11.24;4/8/2019, 12:00:00 PM;0;4/8/2019, 12:00:00 PM;1.12
4/9/2019, 12:00:00 PM;17.12;4/9/2019, 12:00:00 PM;1.98;4/9/2019, 12:00:00 PM;3.26;4/9/2019, 12:00:00 PM;1.5
4/10/2019, 12:00:00 PM;17.02;4/10/2019, 12:00:00 PM;0;4/10/2019, 12:00:00 PM;2.72;4/10/2019, 12:00:00 PM;4.1
4/11/2019, 12:00:00 PM;21.24;4/11/2019, 12:00:00 PM;0;4/11/2019, 12:00:00 PM;1.94;4/11/2019, 12:00:00 PM;0.74
4/12/2019, 12:00:00 PM;18.18;4/12/2019, 12:00:00 PM;0;4/12/2019, 12:00:00 PM;3.66;4/12/2019, 12:00:00 PM;2.02
4/13/2019, 12:00:00 PM;15.34;4/13/2019, 12:00:00 PM;0;4/13/2019, 12:00:00 PM;5.96;4/13/2019, 12:00:00 PM;2.48
4/14/2019, 12:00:00 PM;15.02;4/14/2019, 12:00:00 PM;0;4/14/2019, 12:00:00 PM;4.86;4/14/2019, 12:00:00 PM;3.86
4/15/2019, 12:00:00 PM;19.22;4/15/2019, 12:00:00 PM;0;4/15/2019, 12:00:00 PM;3.98;4/15/2019, 12:00:00 PM;0.68
4/16/2019, 12:00:00 PM;20.86;4/16/2019, 12:00:00 PM;0;4/16/2019, 12:00:00 PM;1.82;4/16/2019, 12:00:00 PM;1.22
4/17/2019, 12:00:00 PM;15.62;4/17/2019, 12:00:00 PM;5.86;4/17/2019, 12:00:00 PM;0;4/17/2019, 12:00:00 PM;2.46
4/18/2019, 12:00:00 PM;10.92;4/18/2019, 12:00:00 PM;11.5;4/18/2019, 12:00:00 PM;0;4/18/2019, 12:00:00 PM;1.5
4/19/2019, 12:00:00 PM;8.12;4/19/2019, 12:00:00 PM;18.12;4/19/2019, 12:00:00 PM;0;4/19/2019, 12:00:00 PM;1.68
4/20/2019, 12:00:00 PM;0;4/20/2019, 12:00:00 PM;22.08;4/20/2019, 12:00:00 PM;0;4/20/2019, 12:00:00 PM;1.88
4/21/2019, 12:00:00 PM;7.62;4/21/2019, 12:00:00 PM;11.2;4/21/2019, 12:00:00 PM;0;4/21/2019, 12:00:00 PM;5.06
4/22/2019, 12:00:00 PM;6;4/22/2019, 12:00:00 PM;17.96;4/22/2019, 12:00:00 PM;0;4/22/2019, 12:00:00 PM;0
4/23/2019, 12:00:00 PM;0;4/23/2019, 12:00:00 PM;22.84;4/23/2019, 12:00:00 PM;0;4/23/2019, 12:00:00 PM;1.12
4/24/2019, 12:00:00 PM;0;4/24/2019, 12:00:00 PM;22.46;4/24/2019, 12:00:00 PM;0;4/24/2019, 12:00:00 PM;1.5
4/25/2019, 12:00:00 PM;17.2;4/25/2019, 12:00:00 PM;2.36;4/25/2019, 12:00:00 PM;0;4/25/2019, 12:00:00 PM;4.34
4/26/2019, 12:00:00 PM;24;4/26/2019, 12:00:00 PM;0;4/26/2019, 12:00:00 PM;0;4/26/2019, 12:00:00 PM;0
4/27/2019, 12:00:00 PM;22.04;4/27/2019, 12:00:00 PM;0;4/27/2019, 12:00:00 PM;0.3;4/27/2019, 12:00:00 PM;1.6
4/28/2019, 12:00:00 PM;18.92;4/28/2019, 12:00:00 PM;0;4/28/2019, 12:00:00 PM;2.42;4/28/2019, 12:00:00 PM;0.58
4/29/2019, 12:00:00 PM;20.8;4/29/2019, 12:00:00 PM;0;4/29/2019, 12:00:00 PM;1.92;4/29/2019, 12:00:00 PM;1.2
4/30/2019, 12:00:00 PM;22.66;4/30/2019, 12:00:00 PM;0;4/30/2019, 12:00:00 PM;0.46;4/30/2019, 12:00:00 PM;0.84
5/1/2019, 12:00:00 PM;20.26;5/1/2019, 12:00:00 PM;0;5/1/2019, 12:00:00 PM;2.16;5/1/2019, 12:00:00 PM;1.44
5/2/2019, 12:00:00 PM;20.84;5/2/2019, 12:00:00 PM;0;5/2/2019, 12:00:00 PM;0.82;5/2/2019, 12:00:00 PM;2.26
5/3/2019, 12:00:00 PM;18.84;5/3/2019, 12:00:00 PM;0;5/3/2019, 12:00:00 PM;2.62;5/3/2019, 12:00:00 PM;2.42
5/4/2019, 12:00:00 PM;20.14;5/4/2019, 12:00:00 PM;0;5/4/2019, 12:00:00 PM;2.58;5/4/2019, 12:00:00 PM;1.16
5/5/2019, 12:00:00 PM;18.2;5/5/2019, 12:00:00 PM;0;5/5/2019, 12:00:00 PM;3.48;5/5/2019, 12:00:00 PM;2.18
5/6/2019, 12:00:00 PM;18.56;5/6/2019, 12:00:00 PM;0;5/6/2019, 12:00:00 PM;2.04;5/6/2019, 12:00:00 PM;3.24
5/7/2019, 12:00:00 PM;19.78;5/7/2019, 12:00:00 PM;0;5/7/2019, 12:00:00 PM;3.7;5/7/2019, 12:00:00 PM;0.4
5/8/2019, 12:00:00 PM;20.54;5/8/2019, 12:00:00 PM;0;5/8/2019, 12:00:00 PM;1.72;5/8/2019, 12:00:00 PM;1.62
5/9/2019, 12:00:00 PM;20.4;5/9/2019, 12:00:00 PM;0;5/9/2019, 12:00:00 PM;1.76;5/9/2019, 12:00:00 PM;1.76
5/10/2019, 12:00:00 PM;20.94;5/10/2019, 12:00:00 PM;0;5/10/2019, 12:00:00 PM;1.82;5/10/2019, 12:00:00 PM;1.16
5/11/2019, 12:00:00 PM;1.04;5/11/2019, 12:00:00 PM;0;5/11/2019, 12:00:00 PM;0;5/11/2019, 12:00:00 PM;0.94
5/12/2019, 12:00:00 PM;19.743;5/12/2019, 12:00:00 PM;0;5/12/2019, 12:00:00 PM;0.847;5/12/2019, 12:00:00 PM;1.553
5/13/2019, 12:00:00 PM;17.96;5/13/2019, 12:00:00 PM;0;5/13/2019, 12:00:00 PM;4.46;5/13/2019, 12:00:00 PM;1.4
5/14/2019, 12:00:00 PM;18.48;5/14/2019, 12:00:00 PM;0;5/14/2019, 12:00:00 PM;2.7;5/14/2019, 12:00:00 PM;2.7
5/15/2019, 12:00:00 PM;19.48;5/15/2019, 12:00:00 PM;0;5/15/2019, 12:00:00 PM;1.74;5/15/2019, 12:00:00 PM;2.66
5/16/2019, 12:00:00 PM;20.26;5/16/2019, 12:00:00 PM;0;5/16/2019, 12:00:00 PM;1.34;5/16/2019, 12:00:00 PM;2.3
5/17/2019, 12:00:00 PM;20.16;5/17/2019, 12:00:00 PM;0;5/17/2019, 12:00:00 PM;1.34;5/17/2019, 12:00:00 PM;2.38
5/18/2019, 12:00:00 PM;21.88;5/18/2019, 12:00:00 PM;0;5/18/2019, 12:00:00 PM;0.78;5/18/2019, 12:00:00 PM;1.3
5/19/2019, 12:00:00 PM;9.22;5/19/2019, 12:00:00 PM;13.56;5/19/2019, 12:00:00 PM;0;5/19/2019, 12:00:00 PM;1.16
5/20/2019, 12:00:00 PM;14.88;5/20/2019, 12:00:00 PM;6.76;5/20/2019, 12:00:00 PM;0;5/20/2019, 12:00:00 PM;2.3
5/21/2019, 12:00:00 PM;22.28;5/21/2019, 12:00:00 PM;0;5/21/2019, 12:00:00 PM;0;5/21/2019, 12:00:00 PM;1.68
5/22/2019, 12:00:00 PM;21.92;5/22/2019, 12:00:00 PM;0;5/22/2019, 12:00:00 PM;0.82;5/22/2019, 12:00:00 PM;1.18
5/23/2019, 12:00:00 PM;22.12;5/23/2019, 12:00:00 PM;0;5/23/2019, 12:00:00 PM;0.56;5/23/2019, 12:00:00 PM;1.26
5/24/2019, 12:00:00 PM;7.78;5/24/2019, 12:00:00 PM;13.62;5/24/2019, 12:00:00 PM;0;5/24/2019, 12:00:00 PM;2.54
5/25/2019, 12:00:00 PM;17.66;5/25/2019, 12:00:00 PM;3.64;5/25/2019, 12:00:00 PM;0.78;5/25/2019, 12:00:00 PM;1.84
5/26/2019, 12:00:00 PM;5.06;5/26/2019, 12:00:00 PM;0;5/26/2019, 12:00:00 PM;0;5/26/2019, 12:00:00 PM;0.92
5/27/2019, 12:00:00 PM;0;5/27/2019, 12:00:00 PM;2;5/27/2019, 12:00:00 PM;0;5/27/2019, 12:00:00 PM;0
5/28/2019, 12:00:00 PM;14.88;5/28/2019, 12:00:00 PM;6.76;5/28/2019, 12:00:00 PM;0;5/28/2019, 12:00:00 PM;2.3
5/29/2019, 12:00:00 PM;23.48;5/29/2019, 12:00:00 PM;0;5/29/2019, 12:00:00 PM;0.88;5/29/2019, 12:00:00 PM;1.56
5/30/2019, 12:00:00 PM;13.824;5/30/2019, 12:00:00 PM;6.803;5/30/2019, 12:00:00 PM;0;5/30/2019, 12:00:00 PM;1.15
5/31/2019, 12:00:00 PM;0;5/31/2019, 12:00:00 PM;23.06;5/31/2019, 12:00:00 PM;0;5/31/2019, 12:00:00 PM;0.92
6/1/2019, 12:00:00 PM;0;6/1/2019, 12:00:00 PM;23.26;6/1/2019, 12:00:00 PM;0;6/1/2019, 12:00:00 PM;0.72
6/2/2019, 12:00:00 PM;0;6/2/2019, 12:00:00 PM;22.59;6/2/2019, 12:00:00 PM;0;6/2/2019, 12:00:00 PM;1.17
6/3/2019, 12:00:00 PM;0;6/3/2019, 12:00:00 PM;21.46;6/3/2019, 12:00:00 PM;0;6/3/2019, 12:00:00 PM;2.5
6/4/2019, 12:00:00 PM;0;6/4/2019, 12:00:00 PM;23.76;6/4/2019, 12:00:00 PM;0;6/4/2019, 12:00:00 PM;2.18
6/5/2019, 12:00:00 PM;0;6/5/2019, 12:00:00 PM;19.48;6/5/2019, 12:00:00 PM;0;6/5/2019, 12:00:00 PM;2.46
6/6/2019, 12:00:00 PM;0;6/6/2019, 12:00:00 PM;22.74;6/6/2019, 12:00:00 PM;0;6/6/2019, 12:00:00 PM;1.22
6/7/2019, 12:00:00 PM;0;6/7/2019, 12:00:00 PM;22.08;6/7/2019, 12:00:00 PM;0;6/7/2019, 12:00:00 PM;1.88
6/8/2019, 12:00:00 PM;16.28;6/8/2019, 12:00:00 PM;6.96;6/8/2019, 12:00:00 PM;0;6/8/2019, 12:00:00 PM;0.72
6/9/2019, 12:00:00 PM;9.12;6/9/2019, 12:00:00 PM;15.94;6/9/2019, 12:00:00 PM;0;6/9/2019, 12:00:00 PM;0.9
6/10/2019, 12:00:00 PM;4.04;6/10/2019, 12:00:00 PM;18.3;6/10/2019, 12:00:00 PM;0;6/10/2019, 12:00:00 PM;1.58
6/11/2019, 12:00:00 PM;0;6/11/2019, 12:00:00 PM;22.56;6/11/2019, 12:00:00 PM;0;6/11/2019, 12:00:00 PM;1.4
6/12/2019, 12:00:00 PM;0;6/12/2019, 12:00:00 PM;21.34;6/12/2019, 12:00:00 PM;0;6/12/2019, 12:00:00 PM;2.58
6/13/2019, 12:00:00 PM;6.78;6/13/2019, 12:00:00 PM;16.08;6/13/2019, 12:00:00 PM;0;6/13/2019, 12:00:00 PM;1.06
6/14/2019, 12:00:00 PM;9.1;6/14/2019, 12:00:00 PM;12.38;6/14/2019, 12:00:00 PM;0;6/14/2019, 12:00:00 PM;2.44
6/15/2019, 12:00:00 PM;0;6/15/2019, 12:00:00 PM;23.02;6/15/2019, 12:00:00 PM;0;6/15/2019, 12:00:00 PM;0.94
6/16/2019, 12:00:00 PM;7.6;6/16/2019, 12:00:00 PM;13.16;6/16/2019, 12:00:00 PM;0;6/16/2019, 12:00:00 PM;1.16
6/17/2019, 12:00:00 PM;0;6/17/2019, 12:00:00 PM;23.12;6/17/2019, 12:00:00 PM;0;6/17/2019, 12:00:00 PM;0.86
6/18/2019, 12:00:00 PM;0;6/18/2019, 12:00:00 PM;21.916;6/18/2019, 12:00:00 PM;0;6/18/2019, 12:00:00 PM;1.844
6/19/2019, 12:00:00 PM;0;6/19/2019, 12:00:00 PM;23.22;6/19/2019, 12:00:00 PM;0;6/19/2019, 12:00:00 PM;2.72
6/20/2019, 12:00:00 PM;0;6/20/2019, 12:00:00 PM;22.2;6/20/2019, 12:00:00 PM;0;6/20/2019, 12:00:00 PM;1.76
6/21/2019, 12:00:00 PM;0;6/21/2019, 12:00:00 PM;20.86;6/21/2019, 12:00:00 PM;0;6/21/2019, 12:00:00 PM;1.12
6/22/2019, 12:00:00 PM;0;6/22/2019, 12:00:00 PM;21.64;6/22/2019, 12:00:00 PM;0;6/22/2019, 12:00:00 PM;2.32
6/23/2019, 12:00:00 PM;0;6/23/2019, 12:00:00 PM;21.18;6/23/2019, 12:00:00 PM;0;6/23/2019, 12:00:00 PM;2.74
6/24/2019, 12:00:00 PM;0;6/24/2019, 12:00:00 PM;25.04;6/24/2019, 12:00:00 PM;0;6/24/2019, 12:00:00 PM;0.94
6/25/2019, 12:00:00 PM;0;6/25/2019, 12:00:00 PM;21.361;6/25/2019, 12:00:00 PM;0;6/25/2019, 12:00:00 PM;0.436
6/26/2019, 12:00:00 PM;0;6/26/2019, 12:00:00 PM;22.82;6/26/2019, 12:00:00 PM;0;6/26/2019, 12:00:00 PM;1.14
6/27/2019, 12:00:00 PM;0;6/27/2019, 12:00:00 PM;21.82;6/27/2019, 12:00:00 PM;0;6/27/2019, 12:00:00 PM;2.14
6/28/2019, 12:00:00 PM;0;6/28/2019, 12:00:00 PM;22.66;6/28/2019, 12:00:00 PM;0;6/28/2019, 12:00:00 PM;1.3
6/29/2019, 12:00:00 PM;0;6/29/2019, 12:00:00 PM;22.68;6/29/2019, 12:00:00 PM;0;6/29/2019, 12:00:00 PM;1.28
6/30/2019, 12:00:00 PM;0;6/30/2019, 12:00:00 PM;22.74;6/30/2019, 12:00:00 PM;0;6/30/2019, 12:00:00 PM;1.22
7/1/2019, 12:00:00 PM;0;7/1/2019, 12:00:00 PM;22.44;7/1/2019, 12:00:00 PM;0;7/1/2019, 12:00:00 PM;1.52
7/2/2019, 12:00:00 PM;0;7/2/2019, 12:00:00 PM;22.8;7/2/2019, 12:00:00 PM;0;7/2/2019, 12:00:00 PM;1.16
7/3/2019, 12:00:00 PM;0;7/3/2019, 12:00:00 PM;21.949;7/3/2019, 12:00:00 PM;0;7/3/2019, 12:00:00 PM;1.52
7/4/2019, 12:00:00 PM;0;7/4/2019, 12:00:00 PM;22.511;7/4/2019, 12:00:00 PM;0;7/4/2019, 12:00:00 PM;1.25
7/5/2019, 12:00:00 PM;0;7/5/2019, 12:00:00 PM;22.04;7/5/2019, 12:00:00 PM;0;7/5/2019, 12:00:00 PM;1.92
7/6/2019, 12:00:00 PM;0;7/6/2019, 12:00:00 PM;21.9;7/6/2019, 12:00:00 PM;0;7/6/2019, 12:00:00 PM;2.06
7/7/2019, 12:00:00 PM;0;7/7/2019, 12:00:00 PM;22.78;7/7/2019, 12:00:00 PM;0;7/7/2019, 12:00:00 PM;1.18
