Date Time;Expansion valve;Date Time;Current consumption C1
11/22/2018, 10:00:00 PM;239;11/22/2018, 10:00:00 PM;4.7
11/23/2018, 12:00:00 AM;275;11/23/2018, 12:00:00 AM;3.9
11/23/2018, 2:00:00 AM;259;11/23/2018, 2:00:00 AM;4.4
11/23/2018, 4:00:00 AM;298;11/23/2018, 4:00:00 AM;3.9
11/23/2018, 6:00:00 AM;277;11/23/2018, 6:00:00 AM;3.9
11/23/2018, 8:00:00 AM;287;11/23/2018, 8:00:00 AM;3.8
11/23/2018, 10:00:00 AM;274;11/23/2018, 10:00:00 AM;3.7
11/23/2018, 12:00:00 PM;284;11/23/2018, 12:00:00 PM;4
11/23/2018, 2:00:00 PM;287;11/23/2018, 2:00:00 PM;4
11/23/2018, 4:00:00 PM;276;11/23/2018, 4:00:00 PM;4
11/23/2018, 6:00:00 PM;283;11/23/2018, 6:00:00 PM;3.8
11/23/2018, 8:00:00 PM;285;11/23/2018, 8:00:00 PM;3.9
11/23/2018, 10:00:00 PM;271;11/23/2018, 10:00:00 PM;4
11/24/2018, 12:00:00 AM;286;11/24/2018, 12:00:00 AM;3.8
11/24/2018, 2:00:00 AM;241;11/24/2018, 2:00:00 AM;4.7
11/24/2018, 4:00:00 AM;271;11/24/2018, 4:00:00 AM;3.8
11/24/2018, 6:00:00 AM;290;11/24/2018, 6:00:00 AM;4
11/24/2018, 8:00:00 AM;288;11/24/2018, 8:00:00 AM;3.8
11/24/2018, 10:00:00 AM;273;11/24/2018, 10:00:00 AM;3.8
11/24/2018, 12:00:00 PM;285;11/24/2018, 12:00:00 PM;3.8
11/24/2018, 2:00:00 PM;299;11/24/2018, 2:00:00 PM;3.7
11/24/2018, 4:00:00 PM;279;11/24/2018, 4:00:00 PM;3.8
11/24/2018, 6:00:00 PM;286;11/24/2018, 6:00:00 PM;3.8
11/24/2018, 8:00:00 PM;316;11/24/2018, 8:00:00 PM;4.2
11/24/2018, 10:00:00 PM;227;11/24/2018, 10:00:00 PM;4.9
11/25/2018, 12:00:00 AM;271;11/25/2018, 12:00:00 AM;4
11/25/2018, 2:00:00 AM;256;11/25/2018, 2:00:00 AM;4.4
11/25/2018, 4:00:00 AM;269;11/25/2018, 4:00:00 AM;3.7
11/25/2018, 6:00:00 AM;283;11/25/2018, 6:00:00 AM;3.9
11/25/2018, 8:00:00 AM;290;11/25/2018, 8:00:00 AM;3.8
11/25/2018, 10:00:00 AM;276;11/25/2018, 10:00:00 AM;3.9
11/25/2018, 12:00:00 PM;284;11/25/2018, 12:00:00 PM;3.8
11/25/2018, 2:00:00 PM;290;11/25/2018, 2:00:00 PM;3.9
11/25/2018, 4:00:00 PM;276;11/25/2018, 4:00:00 PM;3.9
11/25/2018, 6:00:00 PM;287;11/25/2018, 6:00:00 PM;3.7
11/25/2018, 8:00:00 PM;293;11/25/2018, 8:00:00 PM;3.9
11/25/2018, 10:00:00 PM;282;11/25/2018, 10:00:00 PM;3.9
11/26/2018, 12:00:00 AM;289;11/26/2018, 12:00:00 AM;3.8
11/26/2018, 2:00:00 AM;260;11/26/2018, 2:00:00 AM;5
11/26/2018, 4:00:00 AM;273;11/26/2018, 4:00:00 AM;3.8
11/26/2018, 6:00:00 AM;305;11/26/2018, 6:00:00 AM;3.8
11/26/2018, 8:00:00 AM;287;11/26/2018, 8:00:00 AM;3.8
11/26/2018, 10:00:00 AM;287;11/26/2018, 10:00:00 AM;3.8
11/26/2018, 12:00:00 PM;268;11/26/2018, 12:00:00 PM;3.8
11/26/2018, 2:00:00 PM;300;11/26/2018, 2:00:00 PM;3.8
11/26/2018, 4:00:00 PM;279;11/26/2018, 4:00:00 PM;3.8
11/26/2018, 8:00:00 PM;291;11/26/2018, 8:00:00 PM;3.7
11/26/2018, 10:00:00 PM;295;11/26/2018, 10:00:00 PM;3.9
11/27/2018, 12:00:00 AM;296;11/27/2018, 12:00:00 AM;3.7
11/27/2018, 2:00:00 AM;311;11/27/2018, 2:00:00 AM;4.4
11/27/2018, 4:00:00 AM;248;11/27/2018, 4:00:00 AM;4.5
11/27/2018, 6:00:00 AM;277;11/27/2018, 6:00:00 AM;3.9
11/27/2018, 8:00:00 AM;286;11/27/2018, 8:00:00 AM;3.9
11/27/2018, 10:00:00 AM;286;11/27/2018, 10:00:00 AM;3.8
11/27/2018, 12:00:00 PM;272;11/27/2018, 12:00:00 PM;3.9
11/27/2018, 2:00:00 PM;288;11/27/2018, 2:00:00 PM;3.9
11/27/2018, 4:00:00 PM;291;11/27/2018, 4:00:00 PM;3.8
11/27/2018, 6:00:00 PM;277;11/27/2018, 6:00:00 PM;3.8
11/27/2018, 8:00:00 PM;289;11/27/2018, 8:00:00 PM;3.8
11/27/2018, 10:00:00 PM;291;11/27/2018, 10:00:00 PM;3.8
11/28/2018, 12:00:00 AM;278;11/28/2018, 12:00:00 AM;3.8
11/28/2018, 2:00:00 AM;251;11/28/2018, 2:00:00 AM;5
11/28/2018, 4:00:00 AM;277;11/28/2018, 4:00:00 AM;3.9
11/28/2018, 6:00:00 AM;285;11/28/2018, 6:00:00 AM;3.8
11/28/2018, 8:00:00 AM;280;11/28/2018, 8:00:00 AM;3.7
11/28/2018, 10:00:00 AM;283;11/28/2018, 10:00:00 AM;3.7
11/28/2018, 12:00:00 PM;286;11/28/2018, 12:00:00 PM;3.7
11/28/2018, 4:00:00 PM;284;11/28/2018, 4:00:00 PM;3.7
11/28/2018, 6:00:00 PM;294;11/28/2018, 6:00:00 PM;3.7
11/28/2018, 8:00:00 PM;276;11/28/2018, 8:00:00 PM;4.6
11/28/2018, 10:00:00 PM;238;11/28/2018, 10:00:00 PM;4.7
11/29/2018, 12:00:00 AM;299;11/29/2018, 12:00:00 AM;3.8
11/29/2018, 2:00:00 AM;258;11/29/2018, 2:00:00 AM;4.4
11/29/2018, 4:00:00 AM;299;11/29/2018, 4:00:00 AM;3.7
11/29/2018, 6:00:00 AM;297;11/29/2018, 6:00:00 AM;3.9
11/29/2018, 10:00:00 AM;292;11/29/2018, 10:00:00 AM;3.8
11/29/2018, 12:00:00 PM;269;11/29/2018, 12:00:00 PM;3.8
11/29/2018, 8:00:00 PM;301;11/29/2018, 8:00:00 PM;3.8
11/30/2018, 12:00:00 AM;291;11/30/2018, 12:00:00 AM;3.9
11/30/2018, 2:00:00 AM;241;11/30/2018, 2:00:00 AM;5.2
11/30/2018, 6:01:00 AM;288;11/30/2018, 6:01:00 AM;3.9
11/30/2018, 11:59:00 AM;303;11/30/2018, 11:59:00 AM;3.9
11/30/2018, 8:00:00 PM;320;11/30/2018, 8:00:00 PM;3.7
11/30/2018, 10:01:00 PM;293;11/30/2018, 10:01:00 PM;3.8
11/30/2018, 11:59:00 PM;297;11/30/2018, 11:59:00 PM;3.8
12/1/2018, 2:01:00 AM;204;12/1/2018, 2:01:00 AM;6
12/1/2018, 4:01:00 AM;287;12/1/2018, 4:01:00 AM;3.9
12/1/2018, 5:59:00 AM;295;12/1/2018, 5:59:00 AM;3.8
12/1/2018, 7:59:00 AM;164;12/1/2018, 7:59:00 AM;3.8
12/1/2018, 10:00:00 AM;290;12/1/2018, 10:00:00 AM;3.9
12/1/2018, 4:00:00 PM;315;12/1/2018, 4:00:00 PM;3.6
12/1/2018, 6:00:00 PM;296;12/1/2018, 6:00:00 PM;3.8
12/1/2018, 10:00:00 PM;301;12/1/2018, 10:00:00 PM;3.9
12/2/2018, 2:00:00 AM;319;12/2/2018, 2:00:00 AM;4.4
12/2/2018, 4:00:00 AM;248;12/2/2018, 4:00:00 AM;4.6
12/2/2018, 12:00:00 PM;301;12/2/2018, 12:00:00 PM;3.8
12/2/2018, 2:00:00 PM;306;12/2/2018, 2:00:00 PM;3.9
12/3/2018, 12:00:00 AM;303;12/3/2018, 12:00:00 AM;3.8
12/3/2018, 2:00:00 AM;251;12/3/2018, 2:00:00 AM;5
12/3/2018, 4:00:00 AM;298;12/3/2018, 4:00:00 AM;3.8
12/3/2018, 6:00:00 AM;284;12/3/2018, 6:00:00 AM;3.9
12/3/2018, 12:00:00 PM;314;12/3/2018, 12:00:00 PM;3.9
12/4/2018, 12:00:00 AM;307;12/4/2018, 12:00:00 AM;3.8
12/4/2018, 2:00:00 AM;232;12/4/2018, 2:00:00 AM;5.2
12/4/2018, 4:00:00 AM;288;12/4/2018, 4:00:00 AM;3.8
12/4/2018, 6:00:00 AM;299;12/4/2018, 6:00:00 AM;3.8
12/4/2018, 8:01:00 AM;296;12/4/2018, 8:01:00 AM;3.4
12/4/2018, 9:59:00 AM;292;12/4/2018, 9:59:00 AM;3.8
12/4/2018, 8:00:00 PM;303;12/4/2018, 8:00:00 PM;3.7
12/4/2018, 10:00:00 PM;284;12/4/2018, 10:00:00 PM;3.8
12/5/2018, 12:00:00 AM;296;12/5/2018, 12:00:00 AM;3.8
12/5/2018, 2:00:00 AM;253;12/5/2018, 2:00:00 AM;5
12/5/2018, 4:00:00 AM;282;12/5/2018, 4:00:00 AM;3.8
12/5/2018, 6:00:00 AM;287;12/5/2018, 6:00:00 AM;3.9
12/5/2018, 7:59:00 AM;269;12/5/2018, 7:59:00 AM;3.9
12/5/2018, 9:59:00 AM;286;12/5/2018, 9:59:00 AM;3.8
12/5/2018, 12:00:00 PM;282;12/5/2018, 12:00:00 PM;3.9
12/5/2018, 2:00:00 PM;252;12/5/2018, 2:00:00 PM;4
12/5/2018, 4:00:00 PM;285;12/5/2018, 4:00:00 PM;3.8
12/5/2018, 6:00:00 PM;279;12/5/2018, 6:00:00 PM;3.8
12/5/2018, 8:00:00 PM;257;12/5/2018, 8:00:00 PM;4
12/5/2018, 10:00:00 PM;287;12/5/2018, 10:00:00 PM;3.9
12/6/2018, 12:00:00 AM;287;12/6/2018, 12:00:00 AM;3.9
12/6/2018, 2:00:00 AM;280;12/6/2018, 2:00:00 AM;4.7
12/6/2018, 4:01:00 AM;246;12/6/2018, 4:01:00 AM;4.5
12/6/2018, 2:00:00 PM;311;12/6/2018, 2:00:00 PM;3.9
12/6/2018, 10:00:00 PM;305;12/6/2018, 10:00:00 PM;3.9
12/7/2018, 2:00:00 AM;309;12/7/2018, 2:00:00 AM;4.7
12/7/2018, 4:00:00 AM;258;12/7/2018, 4:00:00 AM;4.4
12/7/2018, 2:00:00 PM;306;12/7/2018, 2:00:00 PM;3.9
12/7/2018, 8:00:00 PM;298;12/7/2018, 8:00:00 PM;3.8
12/8/2018, 12:00:00 AM;295;12/8/2018, 12:00:00 AM;3.8
12/8/2018, 2:00:00 AM;243;12/8/2018, 2:00:00 AM;4.8
12/8/2018, 4:00:00 AM;277;12/8/2018, 4:00:00 AM;3.9
12/8/2018, 6:00:00 AM;289;12/8/2018, 6:00:00 AM;3.8
12/8/2018, 8:00:00 AM;300;12/8/2018, 8:00:00 AM;3.9
12/8/2018, 10:00:00 AM;285;12/8/2018, 10:00:00 AM;3.9
12/8/2018, 12:00:00 PM;282;12/8/2018, 12:00:00 PM;3.9
12/8/2018, 2:00:00 PM;297;12/8/2018, 2:00:00 PM;3.8
12/8/2018, 4:00:00 PM;287;12/8/2018, 4:00:00 PM;3.8
12/8/2018, 6:00:00 PM;287;12/8/2018, 6:00:00 PM;3.8
12/8/2018, 10:00:00 PM;290;12/8/2018, 10:00:00 PM;3.9
12/9/2018, 12:00:00 AM;284;12/9/2018, 12:00:00 AM;3.9
12/9/2018, 2:00:00 AM;211;12/9/2018, 2:00:00 AM;5.6
12/9/2018, 4:00:00 AM;281;12/9/2018, 4:00:00 AM;4
12/9/2018, 6:00:00 AM;294;12/9/2018, 6:00:00 AM;4
12/9/2018, 8:00:00 AM;268;12/9/2018, 8:00:00 AM;4
12/9/2018, 10:00:00 AM;285;12/9/2018, 10:00:00 AM;3.9
12/9/2018, 10:00:00 PM;313;12/9/2018, 10:00:00 PM;3.8
12/10/2018, 12:00:00 AM;290;12/10/2018, 12:00:00 AM;3.9
12/10/2018, 2:00:00 AM;289;12/10/2018, 2:00:00 AM;4.7
12/10/2018, 4:00:00 AM;271;12/10/2018, 4:00:00 AM;4.1
12/10/2018, 6:00:00 AM;291;12/10/2018, 6:00:00 AM;3.8
12/10/2018, 8:00:00 AM;274;12/10/2018, 8:00:00 AM;3.9
12/10/2018, 10:00:00 AM;287;12/10/2018, 10:00:00 AM;3.9
12/10/2018, 12:00:00 PM;295;12/10/2018, 12:00:00 PM;3.8
12/10/2018, 2:00:00 PM;277;12/10/2018, 2:00:00 PM;4
12/10/2018, 4:00:00 PM;285;12/10/2018, 4:00:00 PM;3.9
12/10/2018, 8:00:00 PM;282;12/10/2018, 8:00:00 PM;3.8
12/10/2018, 10:00:00 PM;288;12/10/2018, 10:00:00 PM;3.9
12/11/2018, 12:00:00 AM;272;12/11/2018, 12:00:00 AM;4
12/11/2018, 2:00:00 AM;249;12/11/2018, 2:00:00 AM;4.8
12/11/2018, 3:58:00 AM;283;12/11/2018, 3:58:00 AM;3.9
12/11/2018, 4:01:00 AM;277;12/11/2018, 4:01:00 AM;3.9
12/11/2018, 6:00:00 AM;282;12/11/2018, 6:00:00 AM;3.9
12/11/2018, 8:00:00 AM;289;12/11/2018, 8:00:00 AM;3.9
12/11/2018, 10:00:00 AM;277;12/11/2018, 10:00:00 AM;3.9
12/11/2018, 12:00:00 PM;281;12/11/2018, 12:00:00 PM;4
12/11/2018, 2:00:00 PM;290;12/11/2018, 2:00:00 PM;4
12/11/2018, 4:00:00 PM;268;12/11/2018, 4:00:00 PM;4.1
12/11/2018, 8:00:00 PM;280;12/11/2018, 8:00:00 PM;3.9
12/11/2018, 10:00:00 PM;280;12/11/2018, 10:00:00 PM;4
12/12/2018, 2:00:00 AM;251;12/12/2018, 2:00:00 AM;4.7
12/12/2018, 4:00:00 AM;277;12/12/2018, 4:00:00 AM;3.8
12/12/2018, 6:00:00 AM;283;12/12/2018, 6:00:00 AM;3.9
12/12/2018, 8:00:00 AM;293;12/12/2018, 8:00:00 AM;3.7
12/12/2018, 10:00:00 AM;279;12/12/2018, 10:00:00 AM;3.8
12/12/2018, 12:00:00 PM;277;12/12/2018, 12:00:00 PM;3.9
12/12/2018, 2:00:00 PM;365;12/12/2018, 2:00:00 PM;3.7
12/12/2018, 4:00:00 PM;266;12/12/2018, 4:00:00 PM;5
12/12/2018, 6:00:00 PM;260;12/12/2018, 6:00:00 PM;4
12/12/2018, 8:00:00 PM;288;12/12/2018, 8:00:00 PM;3.8
12/12/2018, 10:00:00 PM;275;12/12/2018, 10:00:00 PM;3.8
12/13/2018, 12:00:00 AM;279;12/13/2018, 12:00:00 AM;3.9
12/13/2018, 2:00:00 AM;237;12/13/2018, 2:00:00 AM;4.8
12/13/2018, 4:00:00 AM;269;12/13/2018, 4:00:00 AM;3.9
12/13/2018, 6:00:00 AM;280;12/13/2018, 6:00:00 AM;3.9
12/13/2018, 8:00:00 AM;286;12/13/2018, 8:00:00 AM;3.9
12/13/2018, 10:00:00 AM;271;12/13/2018, 10:00:00 AM;3.9
12/13/2018, 12:00:00 PM;280;12/13/2018, 12:00:00 PM;4
12/13/2018, 4:00:00 PM;280;12/13/2018, 4:00:00 PM;3.9
12/13/2018, 6:00:00 PM;300;12/13/2018, 6:00:00 PM;3.6
12/13/2018, 8:00:00 PM;276;12/13/2018, 8:00:00 PM;3.8
12/13/2018, 10:00:00 PM;276;12/13/2018, 10:00:00 PM;3.8
12/14/2018, 12:00:00 AM;300;12/14/2018, 12:00:00 AM;3.8
12/14/2018, 2:27:00 AM;320;12/14/2018, 2:27:00 AM;4.2
12/14/2018, 4:00:00 AM;234;12/14/2018, 4:00:00 AM;4.9
12/14/2018, 6:00:00 AM;277;12/14/2018, 6:00:00 AM;3.9
12/14/2018, 8:00:00 AM;275;12/14/2018, 8:00:00 AM;3.8
12/14/2018, 10:00:00 AM;285;12/14/2018, 10:00:00 AM;3.8
12/14/2018, 12:00:00 PM;273;12/14/2018, 12:00:00 PM;3.9
12/14/2018, 2:00:00 PM;274;12/14/2018, 2:00:00 PM;4.1
12/14/2018, 4:00:00 PM;285;12/14/2018, 4:00:00 PM;3.8
12/14/2018, 6:00:00 PM;266;12/14/2018, 6:00:00 PM;3.9
12/14/2018, 8:00:00 PM;276;12/14/2018, 8:00:00 PM;3.8
12/14/2018, 9:59:00 PM;286;12/14/2018, 9:59:00 PM;3.8
12/15/2018, 12:00:00 AM;274;12/15/2018, 12:00:00 AM;3.9
12/15/2018, 2:00:00 AM;239;12/15/2018, 2:00:00 AM;4.9
12/15/2018, 4:00:00 AM;276;12/15/2018, 4:00:00 AM;3.8
12/15/2018, 6:00:00 AM;277;12/15/2018, 6:00:00 AM;3.8
12/15/2018, 8:01:00 AM;283;12/15/2018, 8:01:00 AM;3.8
12/15/2018, 10:00:00 AM;270;12/15/2018, 10:00:00 AM;3.8
12/15/2018, 12:00:00 PM;270;12/15/2018, 12:00:00 PM;3.8
12/15/2018, 2:34:27 PM;245;12/15/2018, 2:34:27 PM;3.9
12/15/2018, 2:36:00 PM;291;12/15/2018, 2:36:00 PM;3.8
12/15/2018, 2:42:32 PM;245;12/15/2018, 2:42:32 PM;3.9
12/15/2018, 2:50:04 PM;245;12/15/2018, 2:50:04 PM;3.9
12/15/2018, 4:00:00 PM;268;12/15/2018, 4:00:00 PM;3.8
12/15/2018, 6:00:00 PM;271;12/15/2018, 6:00:00 PM;3.8
12/15/2018, 8:00:00 PM;255;12/15/2018, 8:00:00 PM;3.8
12/15/2018, 10:00:00 PM;270;12/15/2018, 10:00:00 PM;3.8
12/16/2018, 12:00:00 AM;269;12/16/2018, 12:00:00 AM;3.9
12/16/2018, 2:00:00 AM;225;12/16/2018, 2:00:00 AM;5
12/16/2018, 4:00:00 AM;265;12/16/2018, 4:00:00 AM;3.8
12/16/2018, 6:00:00 AM;271;12/16/2018, 6:00:00 AM;3.9
12/16/2018, 8:00:00 AM;266;12/16/2018, 8:00:00 AM;3.9
12/16/2018, 10:00:00 AM;264;12/16/2018, 10:00:00 AM;3.9
12/16/2018, 12:00:00 PM;270;12/16/2018, 12:00:00 PM;3.8
12/16/2018, 2:00:00 PM;260;12/16/2018, 2:00:00 PM;3.8
12/16/2018, 3:59:00 PM;267;12/16/2018, 3:59:00 PM;3.8
12/16/2018, 6:00:00 PM;275;12/16/2018, 6:00:00 PM;3.8
12/16/2018, 8:00:00 PM;254;12/16/2018, 8:00:00 PM;3.9
12/16/2018, 10:00:00 PM;271;12/16/2018, 10:00:00 PM;3.9
12/17/2018, 12:00:00 AM;279;12/17/2018, 12:00:00 AM;3.8
12/17/2018, 2:00:00 AM;320;12/17/2018, 2:00:00 AM;4
12/17/2018, 4:00:00 AM;222;12/17/2018, 4:00:00 AM;5
12/17/2018, 6:00:00 AM;262;12/17/2018, 6:00:00 AM;4
12/17/2018, 8:00:00 AM;274;12/17/2018, 8:00:00 AM;3.9
12/17/2018, 10:00:00 AM;284;12/17/2018, 10:00:00 AM;3.9
12/17/2018, 12:00:00 PM;264;12/17/2018, 12:00:00 PM;4
12/17/2018, 2:00:00 PM;281;12/17/2018, 2:00:00 PM;3.9
12/17/2018, 4:00:00 PM;293;12/17/2018, 4:00:00 PM;3.8
12/17/2018, 6:00:00 PM;278;12/17/2018, 6:00:00 PM;3.9
12/17/2018, 8:00:00 PM;296;12/17/2018, 8:00:00 PM;3.7
12/17/2018, 10:00:00 PM;274;12/17/2018, 10:00:00 PM;3.9
12/18/2018, 12:00:00 AM;278;12/18/2018, 12:00:00 AM;3.9
12/18/2018, 2:00:00 AM;214;12/18/2018, 2:00:00 AM;5.4
12/18/2018, 4:00:00 AM;270;12/18/2018, 4:00:00 AM;3.9
12/18/2018, 6:00:00 AM;283;12/18/2018, 6:00:00 AM;3.9
12/18/2018, 12:00:00 PM;287;12/18/2018, 12:00:00 PM;3.9
12/18/2018, 8:00:00 PM;298;12/18/2018, 8:00:00 PM;3.8
12/18/2018, 10:00:00 PM;275;12/18/2018, 10:00:00 PM;3.9
12/19/2018, 12:00:00 AM;293;12/19/2018, 12:00:00 AM;3.9
12/19/2018, 2:00:00 AM;234;12/19/2018, 2:00:00 AM;5
12/19/2018, 4:00:00 AM;273;12/19/2018, 4:00:00 AM;3.9
12/19/2018, 6:00:00 AM;289;12/19/2018, 6:00:00 AM;3.9
12/19/2018, 8:00:00 AM;297;12/19/2018, 8:00:00 AM;3.8
12/19/2018, 10:00:00 AM;279;12/19/2018, 10:00:00 AM;3.9
12/19/2018, 6:00:00 PM;299;12/19/2018, 6:00:00 PM;3.7
12/19/2018, 8:00:00 PM;328;12/19/2018, 8:00:00 PM;4.4
12/19/2018, 10:00:00 PM;234;12/19/2018, 10:00:00 PM;4.8
12/20/2018, 12:00:00 AM;301;12/20/2018, 12:00:00 AM;3.8
12/20/2018, 2:00:00 AM;281;12/20/2018, 2:00:00 AM;3.8
12/20/2018, 4:00:00 AM;279;12/20/2018, 4:00:00 AM;4
12/20/2018, 6:00:00 AM;298;12/20/2018, 6:00:00 AM;3.6
12/20/2018, 8:00:00 AM;280;12/20/2018, 8:00:00 AM;3.9
12/20/2018, 10:00:00 AM;280;12/20/2018, 10:00:00 AM;4
12/20/2018, 2:00:00 PM;304;12/20/2018, 2:00:00 PM;3.8
12/20/2018, 4:00:00 PM;281;12/20/2018, 4:00:00 PM;3.9
12/20/2018, 6:00:00 PM;285;12/20/2018, 6:00:00 PM;3.8
12/20/2018, 10:00:00 PM;292;12/20/2018, 10:00:00 PM;3.9
12/21/2018, 12:00:00 AM;303;12/21/2018, 12:00:00 AM;3.8
12/21/2018, 2:00:00 AM;236;12/21/2018, 2:00:00 AM;5
12/21/2018, 4:00:00 AM;276;12/21/2018, 4:00:00 AM;3.9
12/21/2018, 6:00:00 AM;290;12/21/2018, 6:00:00 AM;3.9
12/21/2018, 8:00:00 AM;299;12/21/2018, 8:00:00 AM;3.6
12/21/2018, 10:00:00 AM;281;12/21/2018, 10:00:00 AM;3.8
12/21/2018, 4:00:00 PM;296;12/21/2018, 4:00:00 PM;3.9
12/22/2018, 12:00:00 AM;296;12/22/2018, 12:00:00 AM;3.8
12/22/2018, 1:59:00 AM;228;12/22/2018, 1:59:00 AM;5.3
12/22/2018, 4:00:00 AM;279;12/22/2018, 4:00:00 AM;3.9
12/22/2018, 8:00:00 AM;302;12/22/2018, 8:00:00 AM;3.9
12/22/2018, 4:00:00 PM;294;12/22/2018, 4:00:00 PM;3.8
12/22/2018, 8:00:00 PM;296;12/22/2018, 8:00:00 PM;3.9
12/22/2018, 10:00:00 PM;272;12/22/2018, 10:00:00 PM;4
12/23/2018, 12:00:00 AM;301;12/23/2018, 12:00:00 AM;3.8
12/23/2018, 2:00:00 AM;239;12/23/2018, 2:00:00 AM;5
12/23/2018, 4:00:00 AM;273;12/23/2018, 4:00:00 AM;3.8
12/23/2018, 6:00:00 AM;294;12/23/2018, 6:00:00 AM;3.9
12/23/2018, 8:00:00 AM;298;12/23/2018, 8:00:00 AM;3.9
12/23/2018, 10:00:00 AM;278;12/23/2018, 10:00:00 AM;4
12/23/2018, 4:00:00 PM;298;12/23/2018, 4:00:00 PM;3.9
12/23/2018, 10:00:00 PM;310;12/23/2018, 10:00:00 PM;3.9
12/24/2018, 12:00:00 AM;285;12/24/2018, 12:00:00 AM;4
12/24/2018, 2:00:00 AM;260;12/24/2018, 2:00:00 AM;5
12/24/2018, 4:00:00 AM;278;12/24/2018, 4:00:00 AM;3.8
12/24/2018, 6:00:00 AM;289;12/24/2018, 6:00:00 AM;3.9
12/24/2018, 10:00:00 AM;283;12/24/2018, 10:00:00 AM;3.9
12/24/2018, 10:00:00 PM;302;12/24/2018, 10:00:00 PM;3.9
12/25/2018, 12:00:00 AM;297;12/25/2018, 12:00:00 AM;3.9
12/25/2018, 2:00:00 AM;249;12/25/2018, 2:00:00 AM;4.9
12/25/2018, 4:00:00 AM;283;12/25/2018, 4:00:00 AM;3.8
12/25/2018, 6:00:00 AM;284;12/25/2018, 6:00:00 AM;3.8
12/25/2018, 8:00:00 AM;299;12/25/2018, 8:00:00 AM;3.8
12/25/2018, 10:00:00 AM;284;12/25/2018, 10:00:00 AM;4
12/25/2018, 12:00:00 PM;277;12/25/2018, 12:00:00 PM;3.9
12/25/2018, 4:00:00 PM;294;12/25/2018, 4:00:00 PM;3.9
12/25/2018, 6:00:00 PM;276;12/25/2018, 6:00:00 PM;4
12/25/2018, 8:00:00 PM;284;12/25/2018, 8:00:00 PM;3.9
12/25/2018, 10:00:00 PM;295;12/25/2018, 10:00:00 PM;3.9
12/26/2018, 12:00:00 AM;276;12/26/2018, 12:00:00 AM;4
12/26/2018, 2:00:00 AM;242;12/26/2018, 2:00:00 AM;4.9
12/26/2018, 4:00:00 AM;279;12/26/2018, 4:00:00 AM;3.9
12/26/2018, 6:00:00 AM;280;12/26/2018, 6:00:00 AM;3.9
12/26/2018, 8:00:00 AM;298;12/26/2018, 8:00:00 AM;3.8
12/26/2018, 10:00:00 AM;277;12/26/2018, 10:00:00 AM;3.9
12/26/2018, 12:00:00 PM;272;12/26/2018, 12:00:00 PM;3.9
12/26/2018, 4:00:00 PM;281;12/26/2018, 4:00:00 PM;3.8
12/26/2018, 8:00:00 PM;278;12/26/2018, 8:00:00 PM;4
12/26/2018, 10:00:00 PM;283;12/26/2018, 10:00:00 PM;3.9
12/27/2018, 12:00:00 AM;265;12/27/2018, 12:00:00 AM;3.9
12/27/2018, 2:01:00 AM;263;12/27/2018, 2:01:00 AM;5
12/27/2018, 4:00:00 AM;278;12/27/2018, 4:00:00 AM;3.9
12/27/2018, 5:59:00 AM;287;12/27/2018, 5:59:00 AM;3.8
12/27/2018, 8:02:00 AM;272;12/27/2018, 8:02:00 AM;4
12/27/2018, 10:00:00 AM;278;12/27/2018, 10:00:00 AM;3.9
12/27/2018, 12:00:00 PM;287;12/27/2018, 12:00:00 PM;3.8
12/27/2018, 2:00:00 PM;272;12/27/2018, 2:00:00 PM;4
12/27/2018, 4:00:00 PM;275;12/27/2018, 4:00:00 PM;4
12/27/2018, 6:00:00 PM;291;12/27/2018, 6:00:00 PM;3.8
12/27/2018, 8:00:00 PM;253;12/27/2018, 8:00:00 PM;4.1
12/27/2018, 10:00:00 PM;267;12/27/2018, 10:00:00 PM;4.2
12/28/2018, 12:00:00 AM;294;12/28/2018, 12:00:00 AM;3.8
12/28/2018, 2:00:00 AM;312;12/28/2018, 2:00:00 AM;4.1
12/28/2018, 4:00:00 AM;232;12/28/2018, 4:00:00 AM;4.9
12/28/2018, 6:00:00 AM;273;12/28/2018, 6:00:00 AM;4
12/28/2018, 7:58:00 AM;283;12/28/2018, 7:58:00 AM;3.9
12/28/2018, 10:00:00 AM;286;12/28/2018, 10:00:00 AM;3.8
12/28/2018, 12:00:00 PM;268;12/28/2018, 12:00:00 PM;3.9
12/28/2018, 2:00:00 PM;277;12/28/2018, 2:00:00 PM;3.9
12/28/2018, 4:00:00 PM;287;12/28/2018, 4:00:00 PM;3.8
12/28/2018, 6:00:00 PM;263;12/28/2018, 6:00:00 PM;3.8
12/28/2018, 8:00:00 PM;271;12/28/2018, 8:00:00 PM;4
12/28/2018, 10:00:00 PM;289;12/28/2018, 10:00:00 PM;4
12/29/2018, 12:00:00 AM;264;12/29/2018, 12:00:00 AM;4
12/29/2018, 2:00:00 AM;307;12/29/2018, 2:00:00 AM;4.2
12/29/2018, 4:00:00 AM;236;12/29/2018, 4:00:00 AM;4.8
12/29/2018, 6:00:00 AM;254;12/29/2018, 6:00:00 AM;4
12/29/2018, 8:00:00 AM;276;12/29/2018, 8:00:00 AM;4
12/29/2018, 10:00:00 AM;267;12/29/2018, 10:00:00 AM;4
12/29/2018, 12:00:00 PM;248;12/29/2018, 12:00:00 PM;4.1
12/29/2018, 2:00:00 PM;280;12/29/2018, 2:00:00 PM;4
