Date Time;T CH WPU in;Date Time;T CH WPU out;Date Time;T source WPU in;Date Time;T source WPU out
9/19/2018, 8:00:00 AM;20.1;9/19/2018, 12:00:00 AM;16.6;12/11/2018, 6:00:00 AM;8.9;12/11/2018, 6:00:00 AM;6.7
9/19/2018, 10:00:00 AM;20.1;9/19/2018, 2:00:00 AM;16.5;12/11/2018, 8:00:00 AM;9.5;12/11/2018, 8:00:00 AM;7.3
9/19/2018, 12:00:00 PM;20.1;9/19/2018, 4:00:00 AM;16.6;12/11/2018, 10:00:00 AM;8.4;12/11/2018, 10:00:00 AM;6.2
9/19/2018, 2:00:00 PM;20.2;9/19/2018, 6:00:00 AM;16.6;12/11/2018, 12:00:00 PM;9.2;12/11/2018, 12:00:00 PM;7
9/19/2018, 3:59:00 PM;20.2;9/19/2018, 8:00:00 AM;16.5;12/11/2018, 2:00:00 PM;10;12/11/2018, 2:00:00 PM;7.9
9/19/2018, 6:01:00 PM;20.1;9/19/2018, 10:00:00 AM;16.5;12/11/2018, 4:00:00 PM;8.9;12/11/2018, 4:00:00 PM;6.7
9/19/2018, 8:00:00 PM;20.1;9/19/2018, 12:00:00 PM;16.5;12/11/2018, 8:00:00 PM;9.5;12/11/2018, 8:00:00 PM;7.3
9/19/2018, 10:00:00 PM;20.2;9/19/2018, 2:00:00 PM;16.5;12/11/2018, 10:00:00 PM;9.4;12/11/2018, 10:00:00 PM;7.2
9/20/2018, 12:00:00 AM;20.2;9/19/2018, 3:59:00 PM;16.6;12/12/2018, 2:00:00 AM;9.5;12/12/2018, 2:00:00 AM;7.5
9/20/2018, 2:00:00 AM;20.2;9/19/2018, 6:01:00 PM;16.6;12/12/2018, 4:00:00 AM;8.3;12/12/2018, 4:00:00 AM;6.1
9/20/2018, 4:00:00 AM;21;9/19/2018, 8:00:00 PM;16.6;12/12/2018, 6:00:00 AM;8.8;12/12/2018, 6:00:00 AM;6.6
9/20/2018, 6:00:00 AM;20.3;9/19/2018, 10:00:00 PM;16.6;12/12/2018, 8:00:00 AM;9.6;12/12/2018, 8:00:00 AM;7.5
9/20/2018, 8:00:00 AM;20.1;9/20/2018, 12:00:00 AM;16.6;12/12/2018, 10:00:00 AM;8.5;12/12/2018, 10:00:00 AM;6.2
9/20/2018, 10:00:00 AM;20.2;9/20/2018, 2:00:00 AM;16.5;12/12/2018, 12:00:00 PM;9;12/12/2018, 12:00:00 PM;6.8
9/20/2018, 12:00:00 PM;20.1;9/20/2018, 4:00:00 AM;16.6;12/12/2018, 2:00:00 PM;9;12/12/2018, 2:00:00 PM;6.8
9/20/2018, 2:00:00 PM;20.2;9/20/2018, 6:00:00 AM;16.6;12/12/2018, 4:00:00 PM;8.1;12/12/2018, 4:00:00 PM;6.3
9/20/2018, 4:00:00 PM;20.4;9/20/2018, 8:00:00 AM;16.6;12/12/2018, 6:00:00 PM;8.5;12/12/2018, 6:00:00 PM;6.3
9/20/2018, 6:00:00 PM;20.5;9/20/2018, 10:00:00 AM;16.4;12/12/2018, 8:00:00 PM;9.1;12/12/2018, 8:00:00 PM;6.9
9/20/2018, 8:00:00 PM;20.4;9/20/2018, 12:00:00 PM;16.4;12/12/2018, 10:00:00 PM;8.1;12/12/2018, 10:00:00 PM;5.9
9/20/2018, 10:00:00 PM;20.1;9/20/2018, 2:00:00 PM;16.5;12/13/2018, 12:00:00 AM;8.6;12/13/2018, 12:00:00 AM;6.4
9/21/2018, 12:00:00 AM;20.2;9/20/2018, 4:00:00 PM;16.6;12/13/2018, 2:00:00 AM;9;12/13/2018, 2:00:00 AM;7
9/21/2018, 2:00:00 AM;20.3;9/20/2018, 6:00:00 PM;16.6;12/13/2018, 4:00:00 AM;8;12/13/2018, 4:00:00 AM;5.8
9/21/2018, 4:00:00 AM;20.9;9/20/2018, 8:00:00 PM;16.6;12/13/2018, 6:00:00 AM;8.6;12/13/2018, 6:00:00 AM;6.4
9/21/2018, 6:00:00 AM;20.3;9/20/2018, 10:00:00 PM;16.6;12/13/2018, 8:00:00 AM;9.4;12/13/2018, 8:00:00 AM;7.3
9/21/2018, 8:00:00 AM;20.1;9/21/2018, 12:00:00 AM;16.6;12/13/2018, 10:00:00 AM;8.2;12/13/2018, 10:00:00 AM;6
9/21/2018, 10:00:00 AM;20.1;9/21/2018, 2:00:00 AM;16.6;12/13/2018, 12:00:00 PM;8.7;12/13/2018, 12:00:00 PM;6.5
9/21/2018, 12:00:00 PM;20.2;9/21/2018, 4:00:00 AM;16.7;12/13/2018, 4:00:00 PM;9.1;12/13/2018, 4:00:00 PM;7
9/21/2018, 2:00:00 PM;20.1;9/21/2018, 6:00:00 AM;16.6;12/13/2018, 6:00:00 PM;10.1;12/13/2018, 6:00:00 PM;8.2
9/21/2018, 4:00:00 PM;20.1;9/21/2018, 8:00:00 AM;16.6;12/13/2018, 8:00:00 PM;8.8;12/13/2018, 8:00:00 PM;6.6
9/21/2018, 6:00:00 PM;20.1;9/21/2018, 10:00:00 AM;16.5;12/13/2018, 10:00:00 PM;9;12/13/2018, 10:00:00 PM;6.8
9/21/2018, 8:00:00 PM;20.1;9/21/2018, 12:00:00 PM;16.5;12/14/2018, 12:00:00 AM;10;12/14/2018, 12:00:00 AM;8
9/21/2018, 10:00:00 PM;20;9/21/2018, 2:00:00 PM;16.5;12/14/2018, 2:27:00 AM;8.2;12/14/2018, 2:27:00 AM;6.1
9/22/2018, 4:00:00 AM;20.8;9/21/2018, 4:00:00 PM;16.5;12/14/2018, 4:00:00 AM;8.4;12/14/2018, 4:00:00 AM;6.5
9/22/2018, 6:00:00 AM;20.1;9/21/2018, 6:00:00 PM;16.5;12/14/2018, 6:00:00 AM;7.6;12/14/2018, 6:00:00 AM;5.4
9/22/2018, 8:00:00 AM;20;9/21/2018, 8:00:00 PM;16.4;12/14/2018, 8:00:00 AM;8.3;12/14/2018, 8:00:00 AM;6.1
9/22/2018, 2:00:00 PM;20;9/21/2018, 10:00:00 PM;16.5;12/14/2018, 10:00:00 AM;8.6;12/14/2018, 10:00:00 AM;6.4
9/23/2018, 4:00:00 AM;20.8;9/22/2018, 12:00:00 AM;16.9;12/14/2018, 12:00:00 PM;7.8;12/14/2018, 12:00:00 PM;5.6
9/23/2018, 8:00:00 PM;21.4;9/22/2018, 2:00:00 AM;17;12/14/2018, 2:00:00 PM;8.9;12/14/2018, 2:00:00 PM;6.8
9/23/2018, 10:00:00 PM;23.4;9/22/2018, 4:00:00 AM;16.5;12/14/2018, 4:00:00 PM;9.5;12/14/2018, 4:00:00 PM;7.4
9/24/2018, 2:00:00 AM;21.5;9/22/2018, 6:00:00 AM;16.4;12/14/2018, 6:00:00 PM;8.5;12/14/2018, 6:00:00 PM;6.3
9/24/2018, 4:00:00 AM;23.9;9/22/2018, 8:00:00 AM;16.4;12/14/2018, 8:00:00 PM;8.7;12/14/2018, 8:00:00 PM;6.5
9/24/2018, 6:00:00 AM;21.5;9/22/2018, 2:00:00 PM;16.2;12/14/2018, 9:59:00 PM;9.2;12/14/2018, 9:59:00 PM;7.1
9/24/2018, 8:00:00 AM;23.7;9/23/2018, 4:00:00 AM;17.8;12/15/2018, 12:00:00 AM;8.1;12/15/2018, 12:00:00 AM;5.9
9/27/2018, 2:00:00 PM;20.4;9/23/2018, 8:00:00 PM;23.6;12/15/2018, 2:00:00 AM;9;12/15/2018, 2:00:00 AM;7.1
9/27/2018, 4:00:00 PM;20.3;9/23/2018, 10:00:00 PM;26.1;12/15/2018, 4:00:00 AM;7.9;12/15/2018, 4:00:00 AM;5.7
9/27/2018, 6:00:00 PM;20.5;9/24/2018, 2:00:00 AM;23.1;12/15/2018, 6:00:00 AM;8.4;12/15/2018, 6:00:00 AM;6.2
9/27/2018, 8:00:00 PM;20.4;9/24/2018, 4:00:00 AM;26.6;12/15/2018, 8:01:00 AM;9;12/15/2018, 8:01:00 AM;7.1
9/27/2018, 10:00:00 PM;20.1;9/24/2018, 6:00:00 AM;21.4;12/15/2018, 10:00:00 AM;8.2;12/15/2018, 10:00:00 AM;6
9/28/2018, 6:00:00 PM;20.3;9/24/2018, 8:00:00 AM;26.3;12/15/2018, 12:00:00 PM;8.6;12/15/2018, 12:00:00 PM;6.4
9/29/2018, 6:00:00 AM;22.5;9/27/2018, 2:00:00 PM;16.2;12/15/2018, 2:34:27 PM;7.8;12/15/2018, 2:34:27 PM;5.8
9/29/2018, 4:00:00 PM;21.8;9/27/2018, 4:00:00 PM;16.3;12/15/2018, 2:36:00 PM;9.8;12/15/2018, 2:36:00 PM;8.2
9/29/2018, 6:00:00 PM;23.4;9/27/2018, 6:00:00 PM;16.4;12/15/2018, 2:42:32 PM;7.8;12/15/2018, 2:42:32 PM;5.8
9/30/2018, 4:00:00 AM;22.2;9/27/2018, 8:00:00 PM;16.4;12/15/2018, 2:50:04 PM;7.8;12/15/2018, 2:50:04 PM;5.8
9/30/2018, 6:00:00 AM;23.5;9/27/2018, 10:00:00 PM;16.4;12/15/2018, 4:00:00 PM;8.4;12/15/2018, 4:00:00 PM;6.1
9/30/2018, 8:00:00 AM;23;9/28/2018, 6:00:00 PM;15.7;12/15/2018, 6:00:00 PM;8.7;12/15/2018, 6:00:00 PM;6.5
10/2/2018, 6:00:00 AM;22.4;9/29/2018, 6:00:00 AM;25.4;12/15/2018, 8:00:00 PM;7.9;12/15/2018, 8:00:00 PM;5.8
10/2/2018, 10:00:00 AM;24.1;9/29/2018, 4:00:00 PM;24.3;12/15/2018, 10:00:00 PM;8.5;12/15/2018, 10:00:00 PM;6.3
10/2/2018, 12:00:00 PM;23.5;9/29/2018, 6:00:00 PM;26;12/16/2018, 12:00:00 AM;8.7;12/16/2018, 12:00:00 AM;6.6
10/2/2018, 2:00:00 PM;25;9/30/2018, 4:00:00 AM;24.8;12/16/2018, 2:00:00 AM;8.5;12/16/2018, 2:00:00 AM;6.7
10/2/2018, 4:00:00 PM;25.6;9/30/2018, 6:00:00 AM;26.4;12/16/2018, 4:00:00 AM;7.8;12/16/2018, 4:00:00 AM;5.6
10/3/2018, 10:00:00 AM;22.3;9/30/2018, 8:00:00 AM;25.8;12/16/2018, 6:00:00 AM;8.4;12/16/2018, 6:00:00 AM;6.3
10/5/2018, 4:00:00 PM;20.7;10/2/2018, 6:00:00 AM;25;12/16/2018, 8:00:00 AM;8.4;12/16/2018, 8:00:00 AM;6.6
10/5/2018, 6:00:00 PM;20.2;10/2/2018, 10:00:00 AM;27.2;12/16/2018, 10:00:00 AM;8.2;12/16/2018, 10:00:00 AM;6.1
10/5/2018, 8:00:00 PM;20;10/2/2018, 12:00:00 PM;26.5;12/16/2018, 12:00:00 PM;8.6;12/16/2018, 12:00:00 PM;6.5
10/5/2018, 10:00:00 PM;20.5;10/2/2018, 2:00:00 PM;28.1;12/16/2018, 2:00:00 PM;7.8;12/16/2018, 2:00:00 PM;5.7
10/6/2018, 4:00:00 AM;21.4;10/2/2018, 4:00:00 PM;28.7;12/16/2018, 3:59:00 PM;8.5;12/16/2018, 3:59:00 PM;6.3
10/6/2018, 4:00:00 PM;20.4;10/3/2018, 10:00:00 AM;24.8;12/16/2018, 6:00:00 PM;8.9;12/16/2018, 6:00:00 PM;6.7
10/6/2018, 6:00:00 PM;20.1;10/5/2018, 4:00:00 PM;15.9;12/16/2018, 8:00:00 PM;8;12/16/2018, 8:00:00 PM;5.9
10/6/2018, 8:00:00 PM;20;10/5/2018, 6:00:00 PM;16.2;12/16/2018, 10:00:00 PM;8.7;12/16/2018, 10:00:00 PM;6.6
10/6/2018, 10:00:00 PM;20.6;10/5/2018, 8:00:00 PM;16.2;12/17/2018, 12:00:00 AM;9.1;12/17/2018, 12:00:00 AM;7
10/7/2018, 12:00:00 AM;20.5;10/5/2018, 10:00:00 PM;15.6;12/17/2018, 2:00:00 AM;7.9;12/17/2018, 2:00:00 AM;5.9
10/7/2018, 4:00:00 AM;21;10/6/2018, 4:00:00 AM;15.1;12/17/2018, 4:00:00 AM;8.2;12/17/2018, 4:00:00 AM;6.3
10/7/2018, 6:00:00 AM;20.5;10/6/2018, 4:00:00 PM;16.3;12/17/2018, 6:00:00 AM;7.6;12/17/2018, 6:00:00 AM;5.5
10/7/2018, 8:00:00 AM;20.2;10/6/2018, 6:00:00 PM;16.2;12/17/2018, 8:00:00 AM;8.6;12/17/2018, 8:00:00 AM;6.5
10/7/2018, 4:00:00 PM;20.5;10/6/2018, 8:00:00 PM;16.3;12/17/2018, 10:00:00 AM;9.3;12/17/2018, 10:00:00 AM;7.2
10/7/2018, 6:00:00 PM;20;10/6/2018, 10:00:00 PM;15.7;12/17/2018, 12:00:00 PM;8.3;12/17/2018, 12:00:00 PM;6.2
10/7/2018, 10:00:00 PM;20.4;10/7/2018, 12:00:00 AM;15.6;12/17/2018, 2:00:00 PM;9;12/17/2018, 2:00:00 PM;6.8
10/9/2018, 4:00:00 PM;20.5;10/7/2018, 4:00:00 AM;15.8;12/17/2018, 4:00:00 PM;9.7;12/17/2018, 4:00:00 PM;7.7
10/9/2018, 6:00:00 PM;20.1;10/7/2018, 6:00:00 AM;15.7;12/17/2018, 6:00:00 PM;8.6;12/17/2018, 6:00:00 PM;6.4
10/9/2018, 10:00:00 PM;20.6;10/7/2018, 8:00:00 AM;15.6;12/17/2018, 8:00:00 PM;10.2;12/17/2018, 8:00:00 PM;8.3
10/10/2018, 12:00:00 AM;20.5;10/7/2018, 4:00:00 PM;15.8;12/17/2018, 10:00:00 PM;8.8;12/17/2018, 10:00:00 PM;6.6
10/10/2018, 4:00:00 PM;20.6;10/7/2018, 6:00:00 PM;15.7;12/18/2018, 12:00:00 AM;9;12/18/2018, 12:00:00 AM;6.9
10/10/2018, 6:00:00 PM;20.3;10/7/2018, 10:00:00 PM;15.6;12/18/2018, 2:00:00 AM;8.8;12/18/2018, 2:00:00 AM;7.1
10/10/2018, 8:00:00 PM;20.2;10/9/2018, 4:00:00 PM;16.1;12/18/2018, 4:00:00 AM;8.8;12/18/2018, 4:00:00 AM;6.5
10/10/2018, 10:00:00 PM;20;10/9/2018, 6:00:00 PM;16.2;12/18/2018, 6:00:00 AM;9;12/18/2018, 6:00:00 AM;6.9
10/11/2018, 12:00:00 AM;20;10/9/2018, 10:00:00 PM;15.9;12/18/2018, 12:00:00 PM;9.3;12/18/2018, 12:00:00 PM;7.2
10/11/2018, 2:00:00 AM;20;10/10/2018, 12:00:00 AM;15.5;12/18/2018, 8:00:00 PM;9.7;12/18/2018, 8:00:00 PM;7.5
10/11/2018, 4:00:00 AM;21.4;10/10/2018, 4:00:00 PM;16.5;12/18/2018, 10:00:00 PM;8.8;12/18/2018, 10:00:00 PM;6.6
10/11/2018, 6:00:00 AM;20.7;10/10/2018, 6:00:00 PM;16.3;12/19/2018, 12:00:00 AM;9.2;12/19/2018, 12:00:00 AM;7
10/11/2018, 8:00:00 AM;20.6;10/10/2018, 8:00:00 PM;16.3;12/19/2018, 2:00:00 AM;9.1;12/19/2018, 2:00:00 AM;7.2
10/11/2018, 10:00:00 AM;20.3;10/10/2018, 10:00:00 PM;16.3;12/19/2018, 4:00:00 AM;8.4;12/19/2018, 4:00:00 AM;6.2
10/11/2018, 12:00:00 PM;20;10/11/2018, 12:00:00 AM;16.9;12/19/2018, 6:00:00 AM;9;12/19/2018, 6:00:00 AM;6.8
10/11/2018, 2:00:00 PM;20.4;10/11/2018, 2:00:00 AM;16.9;12/19/2018, 8:00:00 AM;10;12/19/2018, 8:00:00 AM;8
10/11/2018, 8:29:00 PM;20.3;10/11/2018, 4:00:00 AM;15.5;12/19/2018, 10:00:00 AM;8.8;12/19/2018, 10:00:00 AM;6.6
10/11/2018, 10:00:00 PM;20;10/11/2018, 6:00:00 AM;15.4;12/19/2018, 4:00:00 PM;11.3;12/19/2018, 4:00:00 PM;12
10/11/2018, 11:57:40 PM;20.5;10/11/2018, 8:00:00 AM;15.7;12/19/2018, 6:00:00 PM;9.6;12/19/2018, 6:00:00 PM;7.3
10/12/2018, 12:00:00 AM;20.1;10/11/2018, 10:00:00 AM;15.6;12/19/2018, 8:00:00 PM;8.4;12/19/2018, 8:00:00 PM;6.4
10/12/2018, 4:00:00 AM;20.6;10/11/2018, 12:00:00 PM;15.6;12/19/2018, 10:00:00 PM;8.6;12/19/2018, 10:00:00 PM;6.6
10/12/2018, 6:00:00 AM;20.3;10/11/2018, 2:00:00 PM;15.6;12/20/2018, 12:00:00 AM;9.7;12/20/2018, 12:00:00 AM;7.6
10/12/2018, 8:00:00 AM;20.4;10/11/2018, 8:29:00 PM;16.3;12/20/2018, 2:00:00 AM;8.4;12/20/2018, 2:00:00 AM;6.2
10/12/2018, 10:00:00 AM;20.2;10/11/2018, 10:00:00 PM;16.4;12/20/2018, 4:00:00 AM;8.9;12/20/2018, 4:00:00 AM;6.8
10/12/2018, 12:00:00 PM;20;10/11/2018, 11:57:40 PM;16.3;12/20/2018, 6:00:00 AM;10.5;12/20/2018, 6:00:00 AM;10.4
10/12/2018, 2:00:00 PM;20.1;10/12/2018, 12:00:00 AM;16.3;12/20/2018, 8:00:00 AM;9;12/20/2018, 8:00:00 AM;6.8
10/12/2018, 4:00:00 PM;20.4;10/12/2018, 4:00:00 AM;16.5;12/20/2018, 10:00:00 AM;9.2;12/20/2018, 10:00:00 AM;7
10/12/2018, 6:00:00 PM;20.3;10/12/2018, 6:00:00 AM;16.2;12/20/2018, 2:00:00 PM;9.9;12/20/2018, 2:00:00 PM;7.8
10/12/2018, 8:00:00 PM;20.2;10/12/2018, 8:00:00 AM;15.6;12/20/2018, 4:00:00 PM;8.8;12/20/2018, 4:00:00 PM;6.6
10/12/2018, 10:00:00 PM;20.2;10/12/2018, 10:00:00 AM;15.7;12/20/2018, 6:00:00 PM;9.3;12/20/2018, 6:00:00 PM;7.1
10/13/2018, 12:00:00 AM;20.1;10/12/2018, 12:00:00 PM;16.3;12/20/2018, 10:00:00 PM;9.2;12/20/2018, 10:00:00 PM;7
10/13/2018, 2:00:00 AM;20.3;10/12/2018, 2:00:00 PM;16.3;12/21/2018, 12:00:00 AM;10.1;12/21/2018, 12:00:00 AM;8.1
10/13/2018, 4:00:00 AM;20.5;10/12/2018, 4:00:00 PM;16.4;12/21/2018, 2:00:00 AM;9.2;12/21/2018, 2:00:00 AM;7.3
10/13/2018, 6:00:00 AM;20.2;10/12/2018, 6:00:00 PM;16.5;12/21/2018, 4:00:00 AM;8.3;12/21/2018, 4:00:00 AM;6
10/13/2018, 7:58:00 AM;20.2;10/12/2018, 8:00:00 PM;16.4;12/21/2018, 6:00:00 AM;8.9;12/21/2018, 6:00:00 AM;6.7
10/13/2018, 8:00:00 AM;20.3;10/12/2018, 10:00:00 PM;16.4;12/21/2018, 8:00:00 AM;10.6;12/21/2018, 8:00:00 AM;10.5
10/13/2018, 10:02:00 AM;20.5;10/13/2018, 12:00:00 AM;16.3;12/21/2018, 10:00:00 AM;9;12/21/2018, 10:00:00 AM;6.8
10/13/2018, 11:59:00 AM;20.1;10/13/2018, 2:00:00 AM;16.4;12/21/2018, 4:00:00 PM;9.4;12/21/2018, 4:00:00 PM;7.3
10/13/2018, 2:01:00 PM;20.1;10/13/2018, 4:00:00 AM;16.7;12/22/2018, 12:00:00 AM;9.4;12/22/2018, 12:00:00 AM;7.2
10/13/2018, 4:00:00 PM;20.3;10/13/2018, 6:00:00 AM;16.5;12/22/2018, 1:59:00 AM;9.2;12/22/2018, 1:59:00 AM;7.4
10/13/2018, 6:00:00 PM;20.9;10/13/2018, 7:58:00 AM;16.5;12/22/2018, 4:00:00 AM;9;12/22/2018, 4:00:00 AM;6.7
10/13/2018, 8:00:00 PM;20.4;10/13/2018, 8:00:00 AM;16;12/22/2018, 8:00:00 AM;9.5;12/22/2018, 8:00:00 AM;7.3
10/13/2018, 10:00:00 PM;20.2;10/13/2018, 10:02:00 AM;15.7;12/22/2018, 4:00:00 PM;9.4;12/22/2018, 4:00:00 PM;7.2
10/14/2018, 12:00:00 AM;20.1;10/13/2018, 11:59:00 AM;16.4;12/22/2018, 8:00:00 PM;9.5;12/22/2018, 8:00:00 PM;7.2
10/14/2018, 1:59:00 AM;20.2;10/13/2018, 2:01:00 PM;16.4;12/22/2018, 10:00:00 PM;8.6;12/22/2018, 10:00:00 PM;6.9
10/14/2018, 4:00:00 AM;20.2;10/13/2018, 4:00:00 PM;16.5;12/23/2018, 12:00:00 AM;9.8;12/23/2018, 12:00:00 AM;7.6
10/14/2018, 6:00:00 AM;20.2;10/13/2018, 6:00:00 PM;16.6;12/23/2018, 2:00:00 AM;9.1;12/23/2018, 2:00:00 AM;7.3
10/14/2018, 8:00:00 AM;20.1;10/13/2018, 8:00:00 PM;16.7;12/23/2018, 4:00:00 AM;8.6;12/23/2018, 4:00:00 AM;6.3
10/14/2018, 10:00:00 AM;20.1;10/13/2018, 10:00:00 PM;16.6;12/23/2018, 6:00:00 AM;9.2;12/23/2018, 6:00:00 AM;7
10/14/2018, 12:00:00 PM;20.1;10/14/2018, 12:00:00 AM;16.5;12/23/2018, 8:00:00 AM;10.4;12/23/2018, 8:00:00 AM;9
10/14/2018, 2:00:00 PM;20.1;10/14/2018, 1:59:00 AM;16.5;12/23/2018, 10:00:00 AM;9.2;12/23/2018, 10:00:00 AM;6.9
10/14/2018, 4:00:00 PM;20.4;10/14/2018, 4:00:00 AM;16.4;12/23/2018, 4:00:00 PM;9.6;12/23/2018, 4:00:00 PM;7.4
10/14/2018, 6:00:00 PM;20.2;10/14/2018, 6:00:00 AM;16.4;12/23/2018, 10:00:00 PM;10.1;12/23/2018, 10:00:00 PM;7.9
10/14/2018, 8:00:00 PM;20.1;10/14/2018, 8:00:00 AM;16.4;12/24/2018, 12:00:00 AM;8.9;12/24/2018, 12:00:00 AM;6.6
10/14/2018, 10:00:00 PM;20.2;10/14/2018, 10:00:00 AM;16.4;12/24/2018, 2:00:00 AM;9.3;12/24/2018, 2:00:00 AM;7.5
10/15/2018, 12:00:00 AM;20.2;10/14/2018, 12:00:00 PM;16.4;12/24/2018, 4:00:00 AM;8.4;12/24/2018, 4:00:00 AM;6.2
10/15/2018, 2:00:00 AM;20.2;10/14/2018, 2:00:00 PM;16.4;12/24/2018, 6:00:00 AM;9.1;12/24/2018, 6:00:00 AM;6.9
10/15/2018, 4:00:00 AM;20.6;10/14/2018, 4:00:00 PM;16.5;12/24/2018, 8:00:00 AM;11;12/24/2018, 8:00:00 AM;11.6
10/15/2018, 6:00:00 AM;20.2;10/14/2018, 6:00:00 PM;16.6;12/24/2018, 10:00:00 AM;9.2;12/24/2018, 10:00:00 AM;7
10/15/2018, 8:00:00 AM;20.2;10/14/2018, 8:00:00 PM;16.5;12/24/2018, 10:00:00 PM;10.8;12/24/2018, 10:00:00 PM;9.4
10/15/2018, 10:01:00 AM;20;10/14/2018, 10:00:00 PM;16.4;12/25/2018, 12:00:00 AM;9.3;12/25/2018, 12:00:00 AM;7
10/15/2018, 12:00:00 PM;20.5;10/15/2018, 12:00:00 AM;16.5;12/25/2018, 2:00:00 AM;9.4;12/25/2018, 2:00:00 AM;7.5
10/15/2018, 1:59:00 PM;20.1;10/15/2018, 2:00:00 AM;16.5;12/25/2018, 4:00:00 AM;8.4;12/25/2018, 4:00:00 AM;6.2
10/15/2018, 4:01:00 PM;20.2;10/15/2018, 4:00:00 AM;16.7;12/25/2018, 6:00:00 AM;9;12/25/2018, 6:00:00 AM;6.8
10/15/2018, 5:59:00 PM;20.2;10/15/2018, 6:00:00 AM;16.5;12/25/2018, 8:00:00 AM;10.2;12/25/2018, 8:00:00 AM;8.4
10/15/2018, 8:01:00 PM;20.3;10/15/2018, 8:00:00 AM;16.4;12/25/2018, 10:00:00 AM;9;12/25/2018, 10:00:00 AM;6.8
10/15/2018, 10:00:00 PM;20.3;10/15/2018, 10:01:00 AM;16.4;12/25/2018, 12:00:00 PM;9.3;12/25/2018, 12:00:00 PM;7.2
10/16/2018, 12:00:00 AM;20.2;10/15/2018, 12:00:00 PM;15.9;12/25/2018, 4:00:00 PM;9.5;12/25/2018, 4:00:00 PM;7.3
10/16/2018, 1:59:00 AM;20.1;10/15/2018, 1:59:00 PM;16.4;12/25/2018, 6:00:00 PM;8.6;12/25/2018, 6:00:00 PM;6.5
10/16/2018, 4:00:00 AM;20.9;10/15/2018, 4:01:00 PM;16.5;12/25/2018, 8:00:00 PM;9.2;12/25/2018, 8:00:00 PM;7
10/16/2018, 6:00:00 AM;20.3;10/15/2018, 5:59:00 PM;16.5;12/25/2018, 10:00:00 PM;9.6;12/25/2018, 10:00:00 PM;7.4
10/16/2018, 8:00:00 AM;20.3;10/15/2018, 8:01:00 PM;16.5;12/26/2018, 12:00:00 AM;8.6;12/26/2018, 12:00:00 AM;6.4
10/16/2018, 10:00:00 AM;20;10/15/2018, 10:00:00 PM;16.5;12/26/2018, 2:00:00 AM;9.3;12/26/2018, 2:00:00 AM;7.4
10/16/2018, 12:00:00 PM;20;10/16/2018, 12:00:00 AM;16.5;12/26/2018, 4:00:00 AM;8.2;12/26/2018, 4:00:00 AM;6
10/16/2018, 2:00:00 PM;20.1;10/16/2018, 1:59:00 AM;16.4;12/26/2018, 6:00:00 AM;8.9;12/26/2018, 6:00:00 AM;6.7
10/16/2018, 4:00:00 PM;20.3;10/16/2018, 4:00:00 AM;16.6;12/26/2018, 8:00:00 AM;9.8;12/26/2018, 8:00:00 AM;7.8
10/16/2018, 6:00:00 PM;20.4;10/16/2018, 6:00:00 AM;16.5;12/26/2018, 10:00:00 AM;8.5;12/26/2018, 10:00:00 AM;6.3
10/16/2018, 8:00:00 PM;20.2;10/16/2018, 8:00:00 AM;16.2;12/26/2018, 12:00:00 PM;9.1;12/26/2018, 12:00:00 PM;7
10/16/2018, 10:00:00 PM;20.2;10/16/2018, 10:00:00 AM;15.6;12/26/2018, 4:00:00 PM;9.2;12/26/2018, 4:00:00 PM;7
10/17/2018, 12:00:00 AM;20.1;10/16/2018, 12:00:00 PM;15.5;12/26/2018, 8:00:00 PM;9.3;12/26/2018, 8:00:00 PM;7.2
10/17/2018, 2:00:00 AM;20.2;10/16/2018, 2:00:00 PM;15.9;12/26/2018, 10:00:00 PM;9.1;12/26/2018, 10:00:00 PM;7
10/17/2018, 4:00:00 AM;20.6;10/16/2018, 4:00:00 PM;16.4;12/27/2018, 12:00:00 AM;8.3;12/27/2018, 12:00:00 AM;6.6
10/17/2018, 6:00:00 AM;20.2;10/16/2018, 6:00:00 PM;16.5;12/27/2018, 2:01:00 AM;8.9;12/27/2018, 2:01:00 AM;7.1
10/17/2018, 8:00:00 AM;20.4;10/16/2018, 8:00:00 PM;16.5;12/27/2018, 4:00:00 AM;8.5;12/27/2018, 4:00:00 AM;6.2
10/17/2018, 10:00:00 AM;20.2;10/16/2018, 10:00:00 PM;16.5;12/27/2018, 5:59:00 AM;9;12/27/2018, 5:59:00 AM;6.8
10/17/2018, 12:00:00 PM;20;10/17/2018, 12:00:00 AM;16.5;12/27/2018, 8:02:00 AM;8;12/27/2018, 8:02:00 AM;5.8
10/17/2018, 2:00:00 PM;20.2;10/17/2018, 2:00:00 AM;16.4;12/27/2018, 10:00:00 AM;8.6;12/27/2018, 10:00:00 AM;6.5
10/17/2018, 4:00:00 PM;20.1;10/17/2018, 4:00:00 AM;16.6;12/27/2018, 12:00:00 PM;9.5;12/27/2018, 12:00:00 PM;7.3
10/17/2018, 6:00:00 PM;20;10/17/2018, 6:00:00 AM;16.5;12/27/2018, 2:00:00 PM;8.3;12/27/2018, 2:00:00 PM;6.1
10/17/2018, 8:00:00 PM;20.1;10/17/2018, 8:00:00 AM;16;12/27/2018, 4:00:00 PM;9;12/27/2018, 4:00:00 PM;6.8
