Date Time;T compressed gas C1;Date Time;TcC1 CH (out);Date Time;TcC1 DHW (out);Date Time;TeC1 CH (in);Date Time;TeC1 DHW (in);Date Time;TcC1 (out);Date Time;TeC1 (in)
10/4/2018, 6:00:00 AM;54.8;11/16/2018, 10:00:00 PM;26.3;10/12/2018, 2:00:00 AM;46.2;11/16/2018, 10:00:00 PM;4.5;10/12/2018, 2:00:00 AM;6.3;;;;
10/4/2018, 8:00:00 PM;50.1;11/17/2018, 12:00:00 AM;26.6;10/12/2018, 4:00:00 AM;58.6;11/17/2018, 12:00:00 AM;3.7;10/12/2018, 4:00:00 AM;6.6;;;;
10/4/2018, 10:00:00 PM;75.3;11/17/2018, 2:00:00 AM;27.5;10/13/2018, 2:00:00 AM;52.4;11/17/2018, 2:00:00 AM;3.9;10/13/2018, 2:00:00 AM;7.1;;;;
10/6/2018, 2:00:00 AM;58.2;11/17/2018, 4:00:00 AM;29.4;10/13/2018, 4:00:00 PM;40;11/17/2018, 4:00:00 AM;3.6;10/13/2018, 4:00:00 PM;5.8;;;;
10/6/2018, 4:00:00 AM;81.3;11/17/2018, 6:00:00 AM;27.3;10/13/2018, 6:00:00 PM;55.9;11/17/2018, 6:00:00 AM;4;10/13/2018, 6:00:00 PM;6.1;;;;
10/7/2018, 2:00:00 AM;60.2;11/17/2018, 8:00:00 AM;26.8;10/15/2018, 2:00:00 AM;49.6;11/17/2018, 8:00:00 AM;4.2;10/15/2018, 2:00:00 AM;6.8;;;;
10/7/2018, 4:00:00 AM;82.3;11/17/2018, 10:00:00 AM;27.2;10/15/2018, 4:00:00 AM;59.6;11/17/2018, 10:00:00 AM;3.5;10/15/2018, 4:00:00 AM;6.8;;;;
10/8/2018, 2:00:00 AM;50.6;11/17/2018, 10:00:00 PM;26.2;10/16/2018, 1:59:00 AM;36.2;11/17/2018, 10:00:00 PM;4.4;10/16/2018, 1:59:00 AM;5.6;;;;
10/8/2018, 4:00:00 AM;76.3;11/18/2018, 12:00:00 AM;26.7;10/16/2018, 4:00:00 AM;53.7;11/18/2018, 12:00:00 AM;4.4;10/16/2018, 4:00:00 AM;6.4;;;;
10/9/2018, 2:00:00 AM;53.6;11/18/2018, 2:00:00 AM;25.5;10/17/2018, 2:00:00 AM;50.8;11/18/2018, 2:00:00 AM;4.7;10/17/2018, 2:00:00 AM;7;;;;
10/9/2018, 4:00:00 AM;77.7;11/18/2018, 4:00:00 AM;27.8;10/17/2018, 4:00:00 AM;60.2;11/18/2018, 4:00:00 AM;3.7;10/17/2018, 4:00:00 AM;6.9;;;;
10/10/2018, 2:00:00 AM;58.8;11/18/2018, 6:00:00 AM;27.6;10/18/2018, 1:59:00 AM;30.9;11/18/2018, 6:00:00 AM;4.1;10/18/2018, 1:59:00 AM;5;;;;
10/10/2018, 4:00:00 AM;81.4;11/18/2018, 10:00:00 AM;26.9;10/18/2018, 4:00:00 AM;50;11/18/2018, 10:00:00 AM;3.7;10/18/2018, 4:00:00 AM;5.9;;;;
10/11/2018, 2:00:00 AM;46.1;11/18/2018, 12:00:00 PM;28.4;10/18/2018, 8:00:00 PM;29.8;11/18/2018, 12:00:00 PM;3.3;10/18/2018, 8:00:00 PM;4.9;;;;
10/11/2018, 4:00:00 AM;71.4;11/18/2018, 8:00:00 PM;26.4;10/18/2018, 10:00:00 PM;48.3;11/18/2018, 8:00:00 PM;3.8;10/18/2018, 10:00:00 PM;5.6;;;;
10/12/2018, 2:00:00 AM;60.5;11/18/2018, 9:59:00 PM;28.4;10/19/2018, 8:00:00 PM;33.4;11/18/2018, 9:59:00 PM;3.5;10/19/2018, 8:00:00 PM;5.1;;;;
10/12/2018, 4:00:00 AM;82.1;11/19/2018, 12:01:00 AM;28;10/19/2018, 10:00:00 PM;52.1;11/19/2018, 12:01:00 AM;4.1;10/19/2018, 10:00:00 PM;5.8;;;;
10/13/2018, 2:00:00 AM;68.1;11/19/2018, 1:59:00 AM;26.6;10/21/2018, 2:01:00 AM;42.3;11/19/2018, 1:59:00 AM;4.2;10/21/2018, 2:01:00 AM;5.8;;;;
10/13/2018, 4:00:00 PM;56.3;11/19/2018, 4:00:00 AM;27.6;10/21/2018, 4:00:00 AM;57;11/19/2018, 4:00:00 AM;3.4;10/21/2018, 4:00:00 AM;6.3;;;;
10/13/2018, 6:00:00 PM;79.9;11/19/2018, 6:00:00 AM;26.6;10/22/2018, 2:00:00 AM;52.3;11/19/2018, 6:00:00 AM;3.8;10/22/2018, 2:00:00 AM;6.6;;;;
10/15/2018, 2:00:00 AM;64.4;11/19/2018, 8:01:00 AM;25.9;10/23/2018, 2:00:00 AM;52.6;11/19/2018, 8:01:00 AM;4.3;10/23/2018, 2:00:00 AM;6.7;;;;
10/15/2018, 4:00:00 AM;84.5;11/19/2018, 10:00:00 AM;26.8;10/24/2018, 2:00:00 AM;35;11/19/2018, 10:00:00 AM;3.4;10/24/2018, 2:00:00 AM;5.3;;;;
10/16/2018, 1:59:00 AM;49.2;11/19/2018, 12:00:00 PM;26.5;10/24/2018, 4:00:00 AM;52.8;11/19/2018, 12:00:00 PM;3.8;10/24/2018, 4:00:00 AM;5.9;;;;
10/16/2018, 4:00:00 AM;74.3;11/19/2018, 2:00:00 PM;25.7;10/25/2018, 2:00:00 AM;43.4;11/19/2018, 2:00:00 PM;4.7;10/25/2018, 2:00:00 AM;6;;;;
10/17/2018, 2:00:00 AM;66.1;11/19/2018, 4:00:00 PM;27;10/25/2018, 4:00:00 AM;57.6;11/19/2018, 4:00:00 PM;3.6;10/25/2018, 4:00:00 AM;6.3;;;;
10/17/2018, 4:00:00 AM;85.3;11/19/2018, 6:00:00 PM;26.8;10/26/2018, 2:00:00 AM;51.2;11/19/2018, 6:00:00 PM;4;10/26/2018, 2:00:00 AM;6.5;;;;
10/18/2018, 1:59:00 AM;44.2;11/19/2018, 8:00:00 PM;25.6;10/26/2018, 4:00:00 AM;60.1;11/19/2018, 8:00:00 PM;4.7;10/26/2018, 4:00:00 AM;6.4;;;;
10/18/2018, 4:00:00 AM;69.6;11/19/2018, 10:00:00 PM;26.5;10/26/2018, 12:00:00 PM;45.3;11/19/2018, 10:00:00 PM;3.6;10/26/2018, 12:00:00 PM;5.5;;;;
10/18/2018, 8:00:00 PM;43.2;11/20/2018, 12:00:00 AM;26.5;10/28/2018, 1:00:00 AM;41.8;11/20/2018, 12:00:00 AM;3.9;10/28/2018, 1:00:00 AM;5.3;;;;
10/18/2018, 10:00:00 PM;67.9;11/20/2018, 2:00:00 AM;25.4;10/28/2018, 2:00:00 AM;56.4;11/20/2018, 2:00:00 AM;4.5;10/28/2018, 2:00:00 AM;5.7;;;;
10/19/2018, 8:00:00 PM;47.9;11/20/2018, 4:00:00 AM;27.9;10/29/2018, 2:00:00 AM;47.8;11/20/2018, 4:00:00 AM;3.5;10/29/2018, 2:00:00 AM;5.4;;;;
10/19/2018, 10:00:00 PM;73;11/20/2018, 6:00:00 AM;27.2;10/30/2018, 2:00:00 AM;51.7;11/20/2018, 6:00:00 AM;3.8;10/30/2018, 2:00:00 AM;5.8;;;;
10/21/2018, 2:01:00 AM;56.2;11/20/2018, 10:00:00 AM;27;10/30/2018, 10:00:00 AM;43.7;11/20/2018, 10:00:00 AM;3.8;10/30/2018, 10:00:00 AM;5.1;;;;
10/21/2018, 4:00:00 AM;79.7;11/20/2018, 12:00:00 PM;26.9;10/30/2018, 12:00:00 PM;57.5;11/20/2018, 12:00:00 PM;3.8;10/30/2018, 12:00:00 PM;5.5;;;;
10/21/2018, 8:00:00 AM;46.1;11/20/2018, 2:00:00 PM;27.6;10/31/2018, 2:00:00 AM;50.5;11/20/2018, 2:00:00 PM;3.4;10/31/2018, 2:00:00 AM;5.2;;;;
10/22/2018, 2:00:00 AM;69;11/20/2018, 4:00:00 PM;27.1;10/31/2018, 6:00:00 PM;22.3;11/20/2018, 4:00:00 PM;4;10/31/2018, 6:00:00 PM;4.6;;;;
10/23/2018, 2:00:00 AM;69.1;11/20/2018, 6:00:00 PM;26.7;10/31/2018, 8:00:00 PM;46.1;11/20/2018, 6:00:00 PM;3.9;10/31/2018, 8:00:00 PM;5.2;;;;
10/24/2018, 2:00:00 AM;48.8;11/20/2018, 8:00:00 PM;24.6;11/1/2018, 4:00:00 AM;54.4;11/20/2018, 8:00:00 PM;5.4;11/1/2018, 4:00:00 AM;6.4;;;;
10/24/2018, 4:00:00 AM;73.8;11/20/2018, 10:00:00 PM;26.5;11/2/2018, 2:00:00 AM;46.6;11/20/2018, 10:00:00 PM;3.6;11/2/2018, 2:00:00 AM;5.3;;;;
10/25/2018, 2:00:00 AM;57.7;11/21/2018, 12:00:00 AM;26;11/3/2018, 2:00:00 AM;51.9;11/21/2018, 12:00:00 AM;3.7;11/3/2018, 2:00:00 AM;5.9;;;;
10/25/2018, 4:00:00 AM;80.6;11/21/2018, 2:00:00 AM;25.8;11/4/2018, 2:00:00 AM;42;11/21/2018, 2:00:00 AM;3.8;11/4/2018, 2:00:00 AM;4.6;;;;
10/25/2018, 8:00:00 AM;43.1;11/21/2018, 4:00:00 AM;27.9;11/4/2018, 4:00:00 AM;58.5;11/21/2018, 4:00:00 AM;3.2;11/4/2018, 4:00:00 AM;5.2;;;;
10/25/2018, 10:00:00 AM;46;11/21/2018, 6:00:00 AM;27.6;11/6/2018, 2:00:00 AM;48.7;11/21/2018, 6:00:00 AM;3.8;11/6/2018, 2:00:00 AM;5.5;;;;
10/26/2018, 2:00:00 AM;67.7;11/21/2018, 8:00:00 AM;22.9;11/6/2018, 6:00:00 PM;24.2;11/21/2018, 8:00:00 AM;5.1;11/6/2018, 6:00:00 PM;4.4;;;;
10/26/2018, 4:00:00 AM;86.2;11/21/2018, 10:00:00 AM;27;11/6/2018, 8:00:00 PM;42;11/21/2018, 10:00:00 AM;3.5;11/6/2018, 8:00:00 PM;4.8;;;;
10/26/2018, 6:00:00 AM;45.7;11/21/2018, 12:00:00 PM;26.7;11/6/2018, 10:00:00 PM;58.6;11/21/2018, 12:00:00 PM;3.6;11/6/2018, 10:00:00 PM;5.4;;;;
10/26/2018, 8:00:00 AM;47.1;11/21/2018, 2:00:00 PM;25.7;11/8/2018, 2:00:00 AM;47.1;11/21/2018, 2:00:00 PM;4.5;11/8/2018, 2:00:00 AM;5.3;;;;
10/26/2018, 12:00:00 PM;64.4;11/21/2018, 4:00:00 PM;27.9;11/9/2018, 2:00:00 AM;49;11/21/2018, 4:00:00 PM;3.4;11/9/2018, 2:00:00 AM;5.8;;;;
10/27/2018, 4:00:00 PM;45.1;11/21/2018, 6:00:00 PM;27;11/10/2018, 2:00:00 AM;53.8;11/21/2018, 6:00:00 PM;4.1;11/10/2018, 2:00:00 AM;6.4;;;;
10/27/2018, 11:00:00 PM;43.9;11/21/2018, 8:00:00 PM;26.6;11/11/2018, 2:00:00 AM;44.1;11/21/2018, 8:00:00 PM;3.6;11/11/2018, 2:00:00 AM;5;;;;
10/28/2018, 1:00:00 AM;58.4;11/21/2018, 10:00:00 PM;28.7;11/11/2018, 4:00:00 AM;59.8;11/21/2018, 10:00:00 PM;3.1;11/11/2018, 4:00:00 AM;5.6;;;;
10/28/2018, 2:00:00 AM;63.9;11/22/2018, 12:00:00 AM;28.3;11/12/2018, 2:00:00 AM;50.8;11/22/2018, 12:00:00 AM;3.8;11/12/2018, 2:00:00 AM;5.4;;;;
10/28/2018, 4:00:00 AM;41.8;11/22/2018, 4:00:00 AM;28.1;11/13/2018, 2:00:00 AM;46.2;11/22/2018, 4:00:00 AM;3;11/13/2018, 2:00:00 AM;5.4;;;;
10/28/2018, 6:00:00 AM;46.2;11/22/2018, 6:00:00 AM;27.5;11/14/2018, 2:00:00 AM;48.7;11/22/2018, 6:00:00 AM;3.8;11/14/2018, 2:00:00 AM;5.8;;;;
10/28/2018, 12:00:00 PM;43.4;11/22/2018, 8:00:00 AM;28.4;11/15/2018, 2:00:00 AM;42.5;11/22/2018, 8:00:00 AM;3.1;11/15/2018, 2:00:00 AM;4.6;;;;
10/28/2018, 10:00:00 PM;43.4;11/22/2018, 10:00:00 AM;27.7;11/15/2018, 4:00:00 AM;58.8;11/22/2018, 10:00:00 AM;3.6;11/15/2018, 4:00:00 AM;5.4;;;;
10/29/2018, 12:00:00 AM;40.4;11/22/2018, 12:00:00 PM;27.1;11/15/2018, 6:00:00 PM;26.1;11/22/2018, 12:00:00 PM;3.9;11/15/2018, 6:00:00 PM;4.7;;;;
10/29/2018, 2:00:00 AM;67.1;11/22/2018, 2:00:00 PM;28.4;11/15/2018, 8:00:00 PM;43.5;11/22/2018, 2:00:00 PM;3.3;11/15/2018, 8:00:00 PM;5;;;;
10/29/2018, 4:00:00 AM;49.6;11/22/2018, 4:00:00 PM;28;11/15/2018, 10:00:00 PM;59;11/22/2018, 4:00:00 PM;3.8;11/15/2018, 10:00:00 PM;5.4;;;;
10/29/2018, 6:00:00 AM;45.8;11/22/2018, 6:00:00 PM;26.9;11/17/2018, 2:00:00 AM;52.8;11/22/2018, 6:00:00 PM;4.2;11/17/2018, 2:00:00 AM;6;;;;
10/29/2018, 8:00:00 AM;47.9;11/22/2018, 8:00:00 PM;27.3;11/18/2018, 2:00:00 AM;51;11/22/2018, 8:00:00 PM;3.4;11/18/2018, 2:00:00 AM;5.2;;;;
10/29/2018, 10:00:00 AM;45.8;11/22/2018, 10:00:00 PM;27.5;11/18/2018, 6:01:00 PM;37.7;11/22/2018, 10:00:00 PM;3.1;11/18/2018, 6:01:00 PM;4.4;;;;
10/29/2018, 12:00:00 PM;44.4;11/23/2018, 12:00:00 AM;29;11/18/2018, 8:00:00 PM;56.1;11/23/2018, 12:00:00 AM;2.8;11/18/2018, 8:00:00 PM;5;;;;
10/29/2018, 2:00:00 PM;47.5;11/23/2018, 2:00:00 AM;28.1;11/20/2018, 2:00:00 AM;51;11/23/2018, 2:00:00 AM;3.2;11/20/2018, 2:00:00 AM;5;;;;
10/29/2018, 4:00:00 PM;45.3;11/23/2018, 4:00:00 AM;26.7;11/21/2018, 2:00:00 AM;49.7;11/23/2018, 4:00:00 AM;4.4;11/21/2018, 2:00:00 AM;4.6;;;;
10/29/2018, 10:00:00 PM;39.3;11/23/2018, 6:00:00 AM;28;11/21/2018, 6:00:00 PM;15.6;11/23/2018, 6:00:00 AM;3.2;11/21/2018, 6:00:00 PM;10.7;;;;
10/30/2018, 12:00:00 AM;45.1;11/23/2018, 8:00:00 AM;27.2;11/21/2018, 8:00:00 PM;48.3;11/23/2018, 8:00:00 AM;3.4;11/21/2018, 8:00:00 PM;4.5;;;;
10/30/2018, 2:00:00 AM;62.4;11/23/2018, 10:00:00 AM;27.4;11/22/2018, 2:00:00 AM;44.4;11/23/2018, 10:00:00 AM;2.7;11/22/2018, 2:00:00 AM;4;;;;
10/30/2018, 4:00:00 AM;48.5;11/23/2018, 12:00:00 PM;27.6;11/22/2018, 4:00:00 AM;60;11/23/2018, 12:00:00 PM;3.5;11/22/2018, 4:00:00 AM;4.8;;;;
10/30/2018, 6:00:00 AM;45.4;11/23/2018, 2:00:00 PM;27.4;11/22/2018, 8:00:00 PM;37.1;11/23/2018, 2:00:00 PM;3.7;11/22/2018, 8:00:00 PM;3.7;;;;
10/30/2018, 8:00:00 AM;44;11/23/2018, 4:00:00 PM;28.3;11/22/2018, 10:00:00 PM;55.1;11/23/2018, 4:00:00 PM;3.1;11/22/2018, 10:00:00 PM;4.4;;;;
10/30/2018, 10:00:00 AM;55.9;11/23/2018, 6:00:00 PM;28;11/23/2018, 2:00:00 AM;53.6;11/23/2018, 6:00:00 PM;3.7;11/23/2018, 2:00:00 AM;5.4;;;;
10/30/2018, 12:00:00 PM;62.4;11/23/2018, 8:00:00 PM;27.7;11/24/2018, 2:00:00 AM;51.5;11/23/2018, 8:00:00 PM;3.7;11/24/2018, 2:00:00 AM;5;;;;
10/30/2018, 6:00:00 PM;42.7;11/23/2018, 10:00:00 PM;28.3;11/24/2018, 8:00:00 PM;34.8;11/23/2018, 10:00:00 PM;3.1;11/24/2018, 8:00:00 PM;3.4;;;;
10/30/2018, 8:00:00 PM;45.8;11/24/2018, 12:00:00 AM;27.5;11/24/2018, 10:00:00 PM;53.6;11/24/2018, 12:00:00 AM;3.7;11/24/2018, 10:00:00 PM;4.2;;;;
10/30/2018, 10:00:00 PM;44.9;11/24/2018, 2:00:00 AM;27.7;11/25/2018, 2:00:00 AM;53.2;11/24/2018, 2:00:00 AM;3.2;11/25/2018, 2:00:00 AM;5.2;;;;
10/31/2018, 12:00:00 AM;43.9;11/24/2018, 4:00:00 AM;29.3;11/26/2018, 2:00:00 AM;45.9;11/24/2018, 4:00:00 AM;3;11/26/2018, 2:00:00 AM;4.2;;;;
10/31/2018, 2:00:00 AM;64.4;11/24/2018, 6:00:00 AM;28.3;11/27/2018, 2:00:00 AM;39.3;11/24/2018, 6:00:00 AM;3.8;11/27/2018, 2:00:00 AM;4;;;;
10/31/2018, 4:00:00 AM;49.9;11/24/2018, 8:00:00 AM;27.2;11/27/2018, 4:00:00 AM;56.7;11/24/2018, 8:00:00 AM;3.8;11/27/2018, 4:00:00 AM;4.7;;;;
10/31/2018, 6:00:00 AM;45.7;11/24/2018, 10:00:00 AM;28.1;11/28/2018, 2:00:00 AM;47.5;11/24/2018, 10:00:00 AM;3;11/28/2018, 2:00:00 AM;4.6;;;;
10/31/2018, 8:00:00 AM;40.9;11/24/2018, 12:00:00 PM;27.6;11/28/2018, 6:00:00 PM;18;11/24/2018, 12:00:00 PM;3.6;11/28/2018, 6:00:00 PM;4.8;;;;
10/31/2018, 10:00:00 AM;45.9;11/24/2018, 2:00:00 PM;26.7;11/28/2018, 8:00:00 PM;41.6;11/24/2018, 2:00:00 PM;4.3;11/28/2018, 8:00:00 PM;3.8;;;;
10/31/2018, 6:00:00 PM;35.3;11/24/2018, 4:00:00 PM;27.6;11/28/2018, 10:00:00 PM;56.3;11/24/2018, 4:00:00 PM;3.2;11/28/2018, 10:00:00 PM;4.4;;;;
10/31/2018, 8:00:00 PM;65.1;11/24/2018, 6:00:00 PM;27.6;11/29/2018, 2:00:00 AM;53.8;11/24/2018, 6:00:00 PM;3.6;11/29/2018, 2:00:00 AM;5.5;;;;
11/1/2018, 4:00:00 AM;54.4;11/24/2018, 10:00:00 PM;27.9;11/30/2018, 2:00:00 AM;47.8;11/24/2018, 10:00:00 PM;3.1;11/30/2018, 2:00:00 AM;4.6;;;;
11/1/2018, 10:00:00 AM;44.8;11/25/2018, 12:00:00 AM;29.3;12/1/2018, 2:01:00 AM;54.4;11/25/2018, 12:00:00 AM;2.7;12/1/2018, 2:01:00 AM;5.6;;;;
11/2/2018, 12:00:00 AM;37.7;11/25/2018, 2:00:00 AM;28;12/2/2018, 2:00:00 AM;39.2;11/25/2018, 2:00:00 AM;3.2;12/2/2018, 2:00:00 AM;4.4;;;;
11/2/2018, 2:00:00 AM;65.6;11/25/2018, 4:00:00 AM;28.2;12/2/2018, 4:00:00 AM;57;11/25/2018, 4:00:00 AM;3.7;12/2/2018, 4:00:00 AM;4.9;;;;
11/2/2018, 4:00:00 AM;50.5;11/25/2018, 6:00:00 AM;27.1;12/3/2018, 2:00:00 AM;46.6;11/25/2018, 6:00:00 AM;3.3;12/3/2018, 2:00:00 AM;4.6;;;;
11/2/2018, 10:00:00 AM;44.6;11/25/2018, 8:00:00 AM;26.8;12/4/2018, 2:00:00 AM;50.8;11/25/2018, 8:00:00 AM;3.5;12/4/2018, 2:00:00 AM;5.3;;;;
11/2/2018, 10:00:00 PM;38.7;11/25/2018, 10:00:00 AM;27.4;12/5/2018, 2:00:00 AM;47.2;11/25/2018, 10:00:00 AM;2.9;12/5/2018, 2:00:00 AM;4.7;;;;
11/3/2018, 12:00:00 AM;44.6;11/25/2018, 12:00:00 PM;27.4;12/6/2018, 2:00:00 AM;42.5;11/25/2018, 12:00:00 PM;3.6;12/6/2018, 2:00:00 AM;4.1;;;;
11/3/2018, 2:00:00 AM;61.8;11/25/2018, 2:00:00 PM;27.3;12/6/2018, 4:01:00 AM;58.5;11/25/2018, 2:00:00 PM;3.8;12/6/2018, 4:01:00 AM;4.8;;;;
11/3/2018, 4:00:00 AM;48.8;11/25/2018, 4:00:00 PM;27.8;12/7/2018, 2:00:00 AM;42.6;11/25/2018, 4:00:00 PM;3;12/7/2018, 2:00:00 AM;4.6;;;;
11/3/2018, 6:00:00 AM;44.9;11/25/2018, 6:00:00 PM;26.7;12/7/2018, 4:00:00 AM;58.8;11/25/2018, 6:00:00 PM;3.6;12/7/2018, 4:00:00 AM;5.2;;;;
11/3/2018, 8:00:00 AM;43.8;11/25/2018, 8:00:00 PM;26.7;12/8/2018, 2:00:00 AM;51.5;11/25/2018, 8:00:00 PM;4;12/8/2018, 2:00:00 AM;5.3;;;;
11/3/2018, 10:00:00 AM;46.3;11/25/2018, 10:00:00 PM;28;12/9/2018, 2:00:00 AM;52.2;11/25/2018, 10:00:00 PM;3.4;12/9/2018, 2:00:00 AM;4.9;;;;
11/3/2018, 8:00:00 PM;40.8;11/26/2018, 12:00:00 AM;27.4;12/10/2018, 2:00:00 AM;43.2;11/26/2018, 12:00:00 AM;3.8;12/10/2018, 2:00:00 AM;4.5;;;;
11/3/2018, 10:00:00 PM;45;11/26/2018, 4:00:00 AM;27.4;12/10/2018, 4:00:00 AM;59.2;11/26/2018, 4:00:00 AM;3.1;12/10/2018, 4:00:00 AM;5.1;;;;
11/4/2018, 12:00:00 AM;44.6;11/26/2018, 6:00:00 AM;27.4;12/11/2018, 2:00:00 AM;51.9;11/26/2018, 6:00:00 AM;4.4;12/11/2018, 2:00:00 AM;5.4;;;;
11/4/2018, 2:00:00 AM;60.7;11/26/2018, 8:00:00 AM;29.2;12/12/2018, 2:00:00 AM;52.3;11/26/2018, 8:00:00 AM;3.7;12/12/2018, 2:00:00 AM;5.6;;;;
11/4/2018, 4:00:00 AM;58.2;11/26/2018, 10:00:00 AM;27.3;12/12/2018, 2:00:00 PM;25.9;11/26/2018, 10:00:00 AM;3.8;12/12/2018, 2:00:00 PM;3.4;;;;
11/4/2018, 6:00:00 AM;44.2;11/26/2018, 12:00:00 PM;28.5;12/12/2018, 4:00:00 PM;45.7;11/26/2018, 12:00:00 PM;3.2;12/12/2018, 4:00:00 PM;4;;;;
11/4/2018, 8:00:00 AM;46.9;11/26/2018, 2:00:00 PM;26.1;12/12/2018, 6:00:00 PM;59.6;11/26/2018, 2:00:00 PM;4.2;12/12/2018, 6:00:00 PM;4.6;;;;
11/4/2018, 10:00:00 AM;45.7;11/26/2018, 4:00:00 PM;27;12/13/2018, 2:00:00 AM;51.7;11/26/2018, 4:00:00 PM;3.3;12/13/2018, 2:00:00 AM;4.6;;;;
11/5/2018, 10:00:00 PM;39.9;11/26/2018, 8:00:00 PM;27;12/14/2018, 2:27:00 AM;36.4;11/26/2018, 8:00:00 PM;3.9;12/14/2018, 2:27:00 AM;3.6;;;;
11/6/2018, 12:00:00 AM;44.9;11/26/2018, 10:00:00 PM;26.7;12/14/2018, 4:00:00 AM;54;11/26/2018, 10:00:00 PM;3.8;12/14/2018, 4:00:00 AM;4.2;;;;
11/6/2018, 2:00:00 AM;65;11/27/2018, 12:00:00 AM;24.7;12/15/2018, 2:00:00 AM;48.9;11/27/2018, 12:00:00 AM;4.4;12/15/2018, 2:00:00 AM;4.5;;;;
11/6/2018, 4:00:00 AM;49.3;11/27/2018, 2:00:00 AM;26.5;12/16/2018, 2:00:00 AM;49.5;11/27/2018, 2:00:00 AM;4.3;12/16/2018, 2:00:00 AM;4.1;;;;
11/6/2018, 6:00:00 AM;45.3;11/27/2018, 4:00:00 AM;27.5;12/17/2018, 2:00:00 AM;33.8;11/27/2018, 4:00:00 AM;3;12/17/2018, 2:00:00 AM;3.1;;;;
11/6/2018, 6:00:00 PM;37.5;11/27/2018, 6:00:00 AM;27.6;12/17/2018, 4:00:00 AM;53.6;11/27/2018, 6:00:00 AM;3.6;12/17/2018, 4:00:00 AM;4;;;;
11/6/2018, 8:00:00 PM;59.7;11/27/2018, 8:00:00 AM;27.1;12/18/2018, 2:00:00 AM;50.7;11/27/2018, 8:00:00 AM;3.3;12/18/2018, 2:00:00 AM;4.5;;;;
11/6/2018, 10:00:00 PM;85.7;11/27/2018, 10:00:00 AM;27.2;12/19/2018, 2:00:00 AM;49.2;11/27/2018, 10:00:00 AM;3.6;12/19/2018, 2:00:00 AM;4.6;;;;
11/7/2018, 6:00:00 AM;43.9;11/27/2018, 12:00:00 PM;28.2;12/19/2018, 6:00:00 PM;19.4;11/27/2018, 12:00:00 PM;3.1;12/19/2018, 6:00:00 PM;3.3;;;;
11/8/2018, 12:00:00 AM;41.6;11/27/2018, 2:00:00 PM;27.2;12/19/2018, 8:00:00 PM;37.9;11/27/2018, 2:00:00 PM;3.6;12/19/2018, 8:00:00 PM;3.8;;;;
11/8/2018, 2:00:00 AM;66.8;11/27/2018, 4:00:00 PM;27.2;12/19/2018, 10:00:00 PM;56.4;11/27/2018, 4:00:00 PM;3.9;12/19/2018, 10:00:00 PM;4.5;;;;
11/8/2018, 4:00:00 AM;48.4;11/27/2018, 6:00:00 PM;28.3;12/21/2018, 2:00:00 AM;50.4;11/27/2018, 6:00:00 PM;3.3;12/21/2018, 2:00:00 AM;4.8;;;;
11/8/2018, 6:00:00 AM;48.3;11/27/2018, 8:00:00 PM;27.3;12/22/2018, 1:59:00 AM;50.1;11/27/2018, 8:00:00 PM;3.6;12/22/2018, 1:59:00 AM;4.7;;;;
11/8/2018, 10:00:00 AM;44.6;11/27/2018, 10:00:00 PM;26.7;12/23/2018, 2:00:00 AM;48.9;11/27/2018, 10:00:00 PM;3.8;12/23/2018, 2:00:00 AM;4.6;;;;
11/9/2018, 2:00:00 AM;63.2;11/28/2018, 12:00:00 AM;27.9;12/24/2018, 2:00:00 AM;47.8;11/28/2018, 12:00:00 AM;3.3;12/24/2018, 2:00:00 AM;4.9;;;;
11/9/2018, 4:00:00 AM;49.1;11/28/2018, 2:00:00 AM;25.5;12/25/2018, 2:00:00 AM;49.5;11/28/2018, 2:00:00 AM;3.9;12/25/2018, 2:00:00 AM;5.1;;;;
11/9/2018, 2:00:00 PM;38.6;11/28/2018, 4:00:00 AM;28.2;12/26/2018, 2:00:00 AM;49.5;11/28/2018, 4:00:00 AM;3.1;12/26/2018, 2:00:00 AM;4.9;;;;
11/9/2018, 4:00:00 PM;43.7;11/28/2018, 6:00:00 AM;27.4;12/27/2018, 2:01:00 AM;45.9;11/28/2018, 6:00:00 AM;3.4;12/27/2018, 2:01:00 AM;4.5;;;;
11/9/2018, 10:00:00 PM;35.2;11/28/2018, 8:00:00 AM;24.8;12/28/2018, 2:00:00 AM;35;11/28/2018, 8:00:00 AM;4.6;12/28/2018, 2:00:00 AM;3.4;;;;
11/10/2018, 12:00:00 AM;43.6;11/28/2018, 10:00:00 AM;27.7;12/28/2018, 4:00:00 AM;54;11/28/2018, 10:00:00 AM;3.4;12/28/2018, 4:00:00 AM;4.2;;;;
11/10/2018, 2:00:00 AM;72.7;11/28/2018, 12:00:00 PM;27;12/29/2018, 2:00:00 AM;36.4;11/28/2018, 12:00:00 PM;3.4;12/29/2018, 2:00:00 AM;3.4;;;;
11/10/2018, 4:00:00 AM;48.5;11/28/2018, 4:00:00 PM;27.7;12/29/2018, 4:00:00 AM;55.2;11/28/2018, 4:00:00 PM;3.6;12/29/2018, 4:00:00 AM;4.1;;;;
11/11/2018, 12:00:00 AM;41.2;11/28/2018, 6:00:00 PM;27.4;12/30/2018, 2:00:00 AM;47.5;11/28/2018, 6:00:00 PM;4;12/30/2018, 2:00:00 AM;4.3;;;;
