Date Time;T compressed gas C1;Date Time;TcC1 CH (out);Date Time;TcC1 DHW (out);Date Time;TeC1 CH (in);Date Time;TeC1 DHW (in);Date Time;TcC1 (out);Date Time;TeC1 (in)
11/11/2018, 2:00:00 AM;63;11/28/2018, 10:00:00 PM;28.1;12/31/2018, 2:00:00 AM;48.2;11/28/2018, 10:00:00 PM;3.1;12/31/2018, 2:00:00 AM;5.1;;;;
11/11/2018, 4:00:00 AM;56.9;11/29/2018, 12:00:00 AM;25.3;1/1/2019, 2:00:00 AM;51.4;11/29/2018, 12:00:00 AM;4.8;1/1/2019, 2:00:00 AM;5.1;;;;
11/11/2018, 6:00:00 AM;49;11/29/2018, 2:00:00 AM;28;1/3/2019, 2:00:00 AM;55;11/29/2018, 2:00:00 AM;3.4;1/3/2019, 2:00:00 AM;5.4;;;;
11/11/2018, 8:00:00 PM;41.7;11/29/2018, 4:00:00 AM;22.6;1/5/2019, 2:00:00 AM;54;11/29/2018, 4:00:00 AM;6.1;1/5/2019, 2:00:00 AM;5.5;;;;
11/12/2018, 12:00:00 AM;43.4;11/29/2018, 6:00:00 AM;29.1;1/6/2019, 2:00:00 AM;35.5;11/29/2018, 6:00:00 AM;3.9;1/6/2019, 2:00:00 AM;3.8;;;;
11/12/2018, 2:00:00 AM;71.2;11/29/2018, 10:00:00 AM;27.4;1/6/2019, 4:00:00 AM;55;11/29/2018, 10:00:00 AM;3.9;1/6/2019, 4:00:00 AM;4.4;;;;
11/12/2018, 4:00:00 AM;48.6;11/29/2018, 12:00:00 PM;28;1/6/2019, 10:00:00 AM;24.8;11/29/2018, 12:00:00 PM;3.3;1/6/2019, 10:00:00 AM;3.3;;;;
11/12/2018, 6:00:00 AM;48.9;11/29/2018, 8:00:00 PM;27.2;1/6/2019, 12:00:00 PM;42.7;11/29/2018, 8:00:00 PM;4.2;1/6/2019, 12:00:00 PM;3.8;;;;
11/12/2018, 12:00:00 PM;41.7;11/30/2018, 12:00:00 AM;27.2;1/6/2019, 2:00:00 PM;58.7;11/30/2018, 12:00:00 AM;4;1/6/2019, 2:00:00 PM;4.3;;;;
11/12/2018, 2:00:00 PM;45.9;11/30/2018, 6:01:00 AM;27.6;1/7/2019, 2:00:00 AM;54.3;11/30/2018, 6:01:00 AM;4;1/7/2019, 2:00:00 AM;5.1;;;;
11/12/2018, 4:00:00 PM;44.4;11/30/2018, 11:59:00 AM;28;1/8/2019, 2:00:00 AM;36.5;11/30/2018, 11:59:00 AM;4.4;1/8/2019, 2:00:00 AM;3.5;;;;
11/12/2018, 6:00:00 PM;47.6;11/30/2018, 8:00:00 PM;26;1/8/2019, 4:00:00 AM;55.1;11/30/2018, 8:00:00 PM;4.8;1/8/2019, 4:00:00 AM;4.3;;;;
11/13/2018, 2:00:00 AM;65;11/30/2018, 10:01:00 PM;28;1/8/2019, 6:01:00 PM;28.7;11/30/2018, 10:01:00 PM;4;1/8/2019, 6:01:00 PM;3.5;;;;
11/13/2018, 4:00:00 AM;50.2;11/30/2018, 11:59:00 PM;27.1;1/8/2019, 7:59:00 PM;52.1;11/30/2018, 11:59:00 PM;4;1/8/2019, 7:59:00 PM;4.4;;;;
11/13/2018, 6:00:00 AM;41.6;12/1/2018, 4:01:00 AM;28.1;1/10/2019, 2:00:00 AM;45.2;12/1/2018, 4:01:00 AM;4;1/10/2019, 2:00:00 AM;4;;;;
11/13/2018, 8:00:00 AM;45.6;12/1/2018, 5:59:00 AM;28.8;1/10/2019, 4:00:00 AM;60.3;12/1/2018, 5:59:00 AM;4.2;1/10/2019, 4:00:00 AM;4.7;;;;
11/14/2018, 2:00:00 AM;63.8;12/1/2018, 7:59:00 AM;28.3;1/10/2019, 8:00:00 PM;41.4;12/1/2018, 7:59:00 AM;3.1;1/10/2019, 8:00:00 PM;3.8;;;;
11/14/2018, 4:00:00 AM;49.2;12/1/2018, 10:00:00 AM;28;1/10/2019, 10:00:00 PM;58.4;12/1/2018, 10:00:00 AM;4;1/10/2019, 10:00:00 PM;4.4;;;;
11/14/2018, 6:00:00 AM;43.5;12/1/2018, 4:00:00 PM;25.2;1/11/2019, 2:00:00 AM;51.6;12/1/2018, 4:00:00 PM;4.8;1/11/2019, 2:00:00 AM;4.6;;;;
11/14/2018, 8:00:00 AM;45.8;12/1/2018, 6:00:00 PM;28.5;1/11/2019, 10:00:00 AM;28.6;12/1/2018, 6:00:00 PM;4.2;1/11/2019, 10:00:00 AM;3.7;;;;
11/14/2018, 2:00:00 PM;43.2;12/1/2018, 10:00:00 PM;27.4;1/11/2019, 12:00:00 PM;43.6;12/1/2018, 10:00:00 PM;4.3;1/11/2019, 12:00:00 PM;3.6;;;;
11/15/2018, 12:00:00 AM;42.5;12/2/2018, 4:00:00 AM;27.2;1/11/2019, 2:00:00 PM;58.7;12/2/2018, 4:00:00 AM;3.3;1/11/2019, 2:00:00 PM;4.2;;;;
11/15/2018, 2:00:00 AM;61.4;12/2/2018, 12:00:00 PM;23;1/12/2019, 2:00:00 AM;54.2;12/2/2018, 12:00:00 PM;5;1/12/2019, 2:00:00 AM;5.4;;;;
11/15/2018, 4:00:00 AM;60;12/2/2018, 2:00:00 PM;28.1;1/12/2019, 2:00:00 PM;19.5;12/2/2018, 2:00:00 PM;4.3;1/12/2019, 2:00:00 PM;3.4;;;;
11/15/2018, 8:00:00 AM;44.4;12/3/2018, 12:00:00 AM;26.6;1/12/2019, 4:00:00 PM;42.6;12/3/2018, 12:00:00 AM;4.2;1/12/2019, 4:00:00 PM;4;;;;
11/15/2018, 6:00:00 PM;38.6;12/3/2018, 4:00:00 AM;26.6;1/12/2019, 6:00:00 PM;58.6;12/3/2018, 4:00:00 AM;4.7;1/12/2019, 6:00:00 PM;4.6;;;;
11/15/2018, 8:00:00 PM;61.6;12/3/2018, 6:00:00 AM;28.2;1/13/2019, 2:00:00 AM;53.9;12/3/2018, 6:00:00 AM;3.6;1/13/2019, 2:00:00 AM;5.6;;;;
11/15/2018, 10:00:00 PM;57.7;12/3/2018, 12:00:00 PM;27.9;1/14/2019, 2:00:00 AM;34.2;12/3/2018, 12:00:00 PM;4.5;1/14/2019, 2:00:00 AM;3.4;;;;
11/16/2018, 12:00:00 AM;30.5;12/4/2018, 12:00:00 AM;27;1/14/2019, 4:00:00 AM;54.4;12/4/2018, 12:00:00 AM;4.3;1/14/2019, 4:00:00 AM;4.2;;;;
11/16/2018, 2:00:00 AM;44.7;12/4/2018, 2:00:00 AM;26.1;1/14/2019, 8:00:00 PM;21.4;12/4/2018, 2:00:00 AM;4.8;1/14/2019, 8:00:00 PM;2.6;;;;
11/16/2018, 4:00:00 AM;45.1;12/4/2018, 4:00:00 AM;28.4;1/14/2019, 10:00:00 PM;38.7;12/4/2018, 4:00:00 AM;3.8;1/14/2019, 10:00:00 PM;3.5;;;;
11/16/2018, 8:00:00 AM;44.9;12/4/2018, 6:00:00 AM;28.4;1/15/2019, 12:00:00 AM;56.7;12/4/2018, 6:00:00 AM;4.2;1/15/2019, 12:00:00 AM;4.3;;;;
11/16/2018, 10:00:00 AM;44.3;12/4/2018, 8:01:00 AM;18.5;1/16/2019, 2:00:00 AM;48.5;12/4/2018, 8:01:00 AM;11.8;1/16/2019, 2:00:00 AM;4.5;;;;
11/16/2018, 8:00:00 PM;42.6;12/4/2018, 9:59:00 AM;27.5;1/16/2019, 2:00:00 PM;20.3;12/4/2018, 9:59:00 AM;3.9;1/16/2019, 2:00:00 PM;3.1;;;;
11/16/2018, 10:00:00 PM;43.3;12/4/2018, 8:00:00 PM;26.8;1/16/2019, 4:00:00 PM;38;12/4/2018, 8:00:00 PM;4.4;1/16/2019, 4:00:00 PM;3.4;;;;
11/17/2018, 12:00:00 AM;46.7;12/4/2018, 10:00:00 PM;27.5;1/16/2019, 6:00:00 PM;56;12/4/2018, 10:00:00 PM;3.7;1/16/2019, 6:00:00 PM;4.1;;;;
11/17/2018, 2:00:00 AM;60.4;12/5/2018, 12:00:00 AM;27.3;1/17/2019, 2:00:00 AM;50.8;12/5/2018, 12:00:00 AM;4.1;1/17/2019, 2:00:00 AM;4.1;;;;
11/17/2018, 4:00:00 AM;48.3;12/5/2018, 2:00:00 AM;25.8;1/18/2019, 2:00:00 AM;43.4;12/5/2018, 2:00:00 AM;4.6;1/18/2019, 2:00:00 AM;4;;;;
11/17/2018, 6:00:00 AM;45.8;12/5/2018, 4:00:00 AM;28.4;1/18/2019, 4:00:00 AM;58.9;12/5/2018, 4:00:00 AM;3.3;1/18/2019, 4:00:00 AM;4.5;;;;
11/17/2018, 8:00:00 AM;44.5;12/5/2018, 6:00:00 AM;28.8;1/18/2019, 6:00:00 PM;46.1;12/5/2018, 6:00:00 AM;4;1/18/2019, 6:00:00 PM;3.8;;;;
11/17/2018, 10:00:00 AM;46.7;12/5/2018, 7:59:00 AM;28.7;1/20/2019, 2:00:00 AM;36.9;12/5/2018, 7:59:00 AM;3;1/20/2019, 2:00:00 AM;3.1;;;;
11/17/2018, 10:00:00 PM;41.9;12/5/2018, 9:59:00 AM;27.8;1/20/2019, 4:00:00 AM;55.5;12/5/2018, 9:59:00 AM;3.8;1/20/2019, 4:00:00 AM;4;;;;
11/18/2018, 12:00:00 AM;44;12/5/2018, 12:00:00 PM;27.8;1/21/2019, 2:00:00 AM;52.7;12/5/2018, 12:00:00 PM;3.8;1/21/2019, 2:00:00 AM;4.6;;;;
11/18/2018, 2:00:00 AM;69.3;12/5/2018, 2:00:00 PM;28.4;1/22/2019, 2:00:00 AM;48.6;12/5/2018, 2:00:00 PM;3.3;1/22/2019, 2:00:00 AM;3.9;;;;
11/18/2018, 4:00:00 AM;49.1;12/5/2018, 4:00:00 PM;27.9;1/23/2019, 2:00:00 AM;49.8;12/5/2018, 4:00:00 PM;3.8;1/23/2019, 2:00:00 AM;3.8;;;;
11/18/2018, 6:00:00 AM;45.3;12/5/2018, 6:00:00 PM;28.8;1/23/2019, 6:00:00 PM;24.7;12/5/2018, 6:00:00 PM;4;1/23/2019, 6:00:00 PM;2.7;;;;
11/18/2018, 10:00:00 AM;45.7;12/5/2018, 8:00:00 PM;30;1/23/2019, 8:00:00 PM;44.5;12/5/2018, 8:00:00 PM;3.2;1/23/2019, 8:00:00 PM;3.4;;;;
11/18/2018, 12:00:00 PM;48.2;12/5/2018, 10:00:00 PM;28.8;1/23/2019, 10:00:00 PM;59;12/5/2018, 10:00:00 PM;4;1/23/2019, 10:00:00 PM;4;;;;
11/18/2018, 6:01:00 PM;54.4;12/6/2018, 12:00:00 AM;28.5;1/24/2019, 2:00:00 AM;53.5;12/6/2018, 12:00:00 AM;4.3;1/24/2019, 2:00:00 AM;4;;;;
11/18/2018, 8:00:00 PM;65.5;12/6/2018, 4:01:00 AM;28.5;1/24/2019, 6:00:00 PM;28.8;12/6/2018, 4:01:00 AM;3.3;1/24/2019, 6:00:00 PM;2.3;;;;
11/18/2018, 9:59:00 PM;48.6;12/6/2018, 2:00:00 PM;28.7;1/24/2019, 8:00:00 PM;49.1;12/6/2018, 2:00:00 PM;4.5;1/24/2019, 8:00:00 PM;3.3;;;;
11/19/2018, 12:01:00 AM;45.5;12/6/2018, 10:00:00 PM;28;1/26/2019, 2:00:00 AM;38.1;12/6/2018, 10:00:00 PM;4.5;1/26/2019, 2:00:00 AM;3.3;;;;
11/19/2018, 1:59:00 AM;44;12/7/2018, 4:00:00 AM;27.9;1/26/2019, 4:00:00 AM;56;12/7/2018, 4:00:00 AM;3.5;1/26/2019, 4:00:00 AM;3.9;;;;
11/19/2018, 4:00:00 AM;47;12/7/2018, 2:00:00 PM;27.7;1/27/2019, 1:59:00 AM;33;12/7/2018, 2:00:00 PM;4.3;1/27/2019, 1:59:00 AM;2.9;;;;
11/19/2018, 6:00:00 AM;45.1;12/7/2018, 8:00:00 PM;27.4;1/27/2019, 4:00:00 AM;53.2;12/7/2018, 8:00:00 PM;4.2;1/27/2019, 4:00:00 AM;3.8;;;;
11/19/2018, 8:01:00 AM;43;12/8/2018, 12:00:00 AM;27.7;1/28/2019, 2:00:00 AM;42.6;12/8/2018, 12:00:00 AM;4;1/28/2019, 2:00:00 AM;3.8;;;;
11/19/2018, 10:00:00 AM;46.4;12/8/2018, 2:00:00 AM;28;1/28/2019, 4:00:00 AM;59;12/8/2018, 2:00:00 AM;3.7;1/28/2019, 4:00:00 AM;4.4;;;;
11/19/2018, 12:00:00 PM;45;12/8/2018, 4:00:00 AM;29.9;1/29/2019, 2:00:00 AM;32;12/8/2018, 4:00:00 AM;3.2;1/29/2019, 2:00:00 AM;2.8;;;;
11/19/2018, 2:00:00 PM;42;12/8/2018, 6:00:00 AM;28.8;1/29/2019, 4:00:00 AM;52.6;12/8/2018, 6:00:00 AM;4;1/29/2019, 4:00:00 AM;3.7;;;;
11/19/2018, 4:00:00 PM;46.1;12/8/2018, 8:00:00 AM;27;1/29/2019, 10:02:00 AM;30.5;12/8/2018, 8:00:00 AM;4.4;1/29/2019, 10:02:00 AM;3.1;;;;
11/19/2018, 6:00:00 PM;44.4;12/8/2018, 10:00:00 AM;28.2;1/29/2019, 11:58:00 AM;52.2;12/8/2018, 10:00:00 AM;3.6;1/29/2019, 11:58:00 AM;3.8;;;;
11/19/2018, 8:00:00 PM;41.7;12/8/2018, 12:00:00 PM;28.1;1/30/2019, 2:00:00 AM;48.2;12/8/2018, 12:00:00 PM;3.8;1/30/2019, 2:00:00 AM;4;;;;
11/19/2018, 10:00:00 PM;45.4;12/8/2018, 2:00:00 PM;23.7;1/30/2019, 2:00:00 PM;23.2;12/8/2018, 2:00:00 PM;5.3;1/30/2019, 2:00:00 PM;2.8;;;;
11/20/2018, 12:00:00 AM;44.7;12/8/2018, 4:00:00 PM;28.1;1/30/2019, 4:00:00 PM;42.3;12/8/2018, 4:00:00 PM;3.8;1/30/2019, 4:00:00 PM;3.2;;;;
11/20/2018, 2:00:00 AM;69.5;12/8/2018, 6:00:00 PM;28.3;1/30/2019, 6:00:00 PM;58;12/8/2018, 6:00:00 PM;4.1;1/30/2019, 6:00:00 PM;3.9;;;;
11/20/2018, 4:00:00 AM;49.3;12/8/2018, 10:00:00 PM;27.8;2/1/2019, 2:00:00 AM;47.3;12/8/2018, 10:00:00 PM;3.9;2/1/2019, 2:00:00 AM;3.5;;;;
11/20/2018, 6:00:00 AM;45.9;12/9/2018, 12:00:00 AM;27.8;2/2/2019, 2:00:00 AM;41.5;12/9/2018, 12:00:00 AM;3.8;2/2/2019, 2:00:00 AM;3.3;;;;
11/20/2018, 10:00:00 AM;45.2;12/9/2018, 4:00:00 AM;28.5;2/2/2019, 4:00:00 AM;58.1;12/9/2018, 4:00:00 AM;3.8;2/2/2019, 4:00:00 AM;4.1;;;;
11/20/2018, 12:00:00 PM;45;12/9/2018, 6:00:00 AM;29.2;2/3/2019, 2:00:00 AM;33.1;12/9/2018, 6:00:00 AM;4.2;2/3/2019, 2:00:00 AM;3;;;;
11/20/2018, 2:00:00 PM;47.2;12/9/2018, 8:00:00 AM;30.1;2/3/2019, 4:00:00 AM;53.6;12/9/2018, 8:00:00 AM;3.6;2/3/2019, 4:00:00 AM;3.7;;;;
11/20/2018, 4:00:00 PM;44.9;12/9/2018, 10:00:00 AM;27.8;2/3/2019, 6:00:00 PM;29.1;12/9/2018, 10:00:00 AM;3.9;2/3/2019, 6:00:00 PM;3.1;;;;
11/20/2018, 6:00:00 PM;44.6;12/9/2018, 10:00:00 PM;25.8;2/3/2019, 8:00:00 PM;50.4;12/9/2018, 10:00:00 PM;4.4;2/3/2019, 8:00:00 PM;3.8;;;;
11/20/2018, 8:00:00 PM;41;12/10/2018, 12:00:00 AM;26.4;2/5/2019, 2:00:00 AM;48.3;12/10/2018, 12:00:00 AM;3.6;2/5/2019, 2:00:00 AM;4;;;;
11/20/2018, 10:00:00 PM;45.2;12/10/2018, 4:00:00 AM;27.5;2/6/2019, 1:59:00 AM;46.9;12/10/2018, 4:00:00 AM;3.3;2/6/2019, 1:59:00 AM;4.2;;;;
11/21/2018, 12:00:00 AM;44.6;12/10/2018, 6:00:00 AM;27;2/6/2019, 6:00:00 PM;23.8;12/10/2018, 6:00:00 AM;4;2/6/2019, 6:00:00 PM;3.5;;;;
11/21/2018, 2:00:00 AM;68.3;12/10/2018, 8:00:00 AM;27.9;2/6/2019, 8:00:00 PM;40.5;12/10/2018, 8:00:00 AM;3.1;2/6/2019, 8:00:00 PM;3.5;;;;
11/21/2018, 4:00:00 AM;49.2;12/10/2018, 10:00:00 AM;27.8;2/6/2019, 10:00:00 PM;57.3;12/10/2018, 10:00:00 AM;3.6;2/6/2019, 10:00:00 PM;4.1;;;;
11/21/2018, 6:00:00 AM;45.5;12/10/2018, 12:00:00 PM;24.7;2/7/2019, 2:00:00 AM;53.3;12/10/2018, 12:00:00 PM;4.6;2/7/2019, 2:00:00 AM;5.1;;;;
11/21/2018, 8:00:00 AM;38.6;12/10/2018, 2:00:00 PM;28.2;2/7/2019, 6:00:00 PM;22.6;12/10/2018, 2:00:00 PM;3.5;2/7/2019, 6:00:00 PM;3.1;;;;
11/21/2018, 10:00:00 AM;46;12/10/2018, 4:00:00 PM;27.9;2/7/2019, 8:00:00 PM;42.3;12/10/2018, 4:00:00 PM;3.7;2/7/2019, 8:00:00 PM;3.7;;;;
11/21/2018, 12:00:00 PM;45.2;12/10/2018, 8:00:00 PM;28;2/7/2019, 10:00:00 PM;58.2;12/10/2018, 8:00:00 PM;3.8;2/7/2019, 10:00:00 PM;4.3;;;;
11/21/2018, 2:00:00 PM;42;12/10/2018, 10:00:00 PM;27.9;2/9/2019, 2:00:00 AM;32.7;12/10/2018, 10:00:00 PM;3.8;2/9/2019, 2:00:00 AM;3.3;;;;
11/21/2018, 4:00:00 PM;47.2;12/11/2018, 12:00:00 AM;29.3;2/9/2019, 4:00:00 AM;53.6;12/11/2018, 12:00:00 AM;3.4;2/9/2019, 4:00:00 AM;4;;;;
11/21/2018, 6:00:00 PM;44.4;12/11/2018, 2:00:00 AM;28.2;2/10/2019, 2:00:00 AM;52.4;12/11/2018, 2:00:00 AM;3.6;2/10/2019, 2:00:00 AM;5;;;;
11/21/2018, 8:00:00 PM;65.9;12/11/2018, 3:58:00 AM;29.8;2/11/2019, 2:00:00 AM;54.9;12/11/2018, 3:58:00 AM;3.3;2/11/2019, 2:00:00 AM;5.9;;;;
11/21/2018, 10:00:00 PM;50;12/11/2018, 4:01:00 AM;29.9;2/11/2019, 8:00:00 PM;19.1;12/11/2018, 4:01:00 AM;3.3;2/11/2019, 8:00:00 PM;2.9;;;;
11/22/2018, 12:00:00 AM;46.4;12/11/2018, 6:00:00 AM;28.6;2/11/2019, 10:00:00 PM;37.2;12/11/2018, 6:00:00 AM;3.7;2/11/2019, 10:00:00 PM;3.7;;;;
11/22/2018, 2:00:00 AM;65.4;12/11/2018, 8:00:00 AM;27.8;2/12/2019, 12:00:00 AM;55.8;12/11/2018, 8:00:00 AM;4;2/12/2019, 12:00:00 AM;4.3;;;;
11/22/2018, 4:00:00 AM;52.4;12/11/2018, 10:00:00 AM;29.1;2/13/2019, 2:00:00 AM;45.9;12/11/2018, 10:00:00 AM;3.3;2/13/2019, 2:00:00 AM;4.2;;;;
11/22/2018, 6:00:00 AM;45.9;12/11/2018, 12:00:00 PM;28.6;2/14/2019, 2:01:00 AM;45.7;12/11/2018, 12:00:00 PM;3.8;2/14/2019, 2:01:00 AM;4.3;;;;
11/22/2018, 8:00:00 AM;48;12/11/2018, 2:00:00 PM;28.3;2/14/2019, 4:00:00 AM;60.1;12/11/2018, 2:00:00 PM;4.5;2/14/2019, 4:00:00 AM;4.8;;;;
11/22/2018, 10:00:00 AM;46.1;12/11/2018, 4:00:00 PM;29.6;2/15/2019, 2:01:00 AM;48.3;12/11/2018, 4:00:00 PM;3.5;2/15/2019, 2:01:00 AM;4.2;;;;
11/22/2018, 12:00:00 PM;44.8;12/11/2018, 8:00:00 PM;28.5;2/16/2019, 2:00:00 AM;47.2;12/11/2018, 8:00:00 PM;3.9;2/16/2019, 2:00:00 AM;4.4;;;;
11/22/2018, 2:00:00 PM;47.6;12/11/2018, 10:00:00 PM;28.4;2/17/2019, 2:00:00 AM;40.7;12/11/2018, 10:00:00 PM;3.9;2/17/2019, 2:00:00 AM;3.6;;;;
11/22/2018, 4:00:00 PM;45.9;12/12/2018, 2:00:00 AM;27.9;2/17/2019, 4:00:00 AM;57.6;12/12/2018, 2:00:00 AM;3.6;2/17/2019, 4:00:00 AM;4.3;;;;
11/22/2018, 6:00:00 PM;43.8;12/12/2018, 4:00:00 AM;29.5;2/17/2019, 4:00:00 PM;43.8;12/12/2018, 4:00:00 AM;3.1;2/17/2019, 4:00:00 PM;4.4;;;;
11/22/2018, 8:00:00 PM;54;12/12/2018, 6:00:00 AM;28.3;2/18/2019, 2:00:00 AM;50;12/12/2018, 6:00:00 AM;3.6;2/18/2019, 2:00:00 AM;4.7;;;;
11/22/2018, 10:00:00 PM;64.3;12/12/2018, 8:00:00 AM;27;2/18/2019, 6:00:00 PM;18.8;12/12/2018, 8:00:00 AM;4;2/18/2019, 6:00:00 PM;5.8;;;;
11/23/2018, 12:00:00 AM;49;12/12/2018, 10:00:00 AM;29;2/18/2019, 10:44:00 PM;49.9;12/12/2018, 10:00:00 AM;3.3;2/18/2019, 10:44:00 PM;4;;;;
11/23/2018, 2:00:00 AM;56.8;12/12/2018, 12:00:00 PM;28.2;2/19/2019, 12:00:00 AM;59;12/12/2018, 12:00:00 PM;3.6;2/19/2019, 12:00:00 AM;4.5;;;;
11/23/2018, 4:00:00 AM;44.2;12/12/2018, 6:00:00 PM;28.3;2/19/2019, 3:25:37 AM;46.3;12/12/2018, 6:00:00 PM;3;2/19/2019, 3:25:37 AM;3.9;;;;
11/23/2018, 6:00:00 AM;47.7;12/12/2018, 8:00:00 PM;28.9;2/19/2019, 3:47:54 AM;46.3;12/12/2018, 8:00:00 PM;3.8;2/19/2019, 3:47:54 AM;3.9;;;;
11/23/2018, 8:00:00 AM;45.9;12/12/2018, 10:00:00 PM;29;2/19/2019, 4:39:36 AM;28.6;12/12/2018, 10:00:00 PM;3.1;2/19/2019, 4:39:36 AM;3.6;;;;
11/23/2018, 10:00:00 AM;47.6;12/13/2018, 12:00:00 AM;28.1;2/19/2019, 5:02:04 AM;28.6;12/13/2018, 12:00:00 AM;3.4;2/19/2019, 5:02:04 AM;3.6;;;;
11/23/2018, 12:00:00 PM;46.2;12/13/2018, 2:00:00 AM;27.8;2/21/2019, 1:58:00 AM;39.8;12/13/2018, 2:00:00 AM;3.4;2/21/2019, 1:58:00 AM;3.5;;;;
11/23/2018, 2:00:00 PM;46;12/13/2018, 4:00:00 AM;29.7;2/21/2019, 4:00:00 AM;57.6;12/13/2018, 4:00:00 AM;2.9;2/21/2019, 4:00:00 AM;4.4;;;;
11/23/2018, 4:00:00 PM;48.6;12/13/2018, 6:00:00 AM;28.3;2/22/2019, 2:00:00 AM;48.1;12/13/2018, 6:00:00 AM;3.3;2/22/2019, 2:00:00 AM;4.4;;;;
11/23/2018, 6:00:00 PM;46.1;12/13/2018, 8:00:00 AM;27.1;2/23/2019, 2:00:00 AM;35.6;12/13/2018, 8:00:00 AM;3.7;2/23/2019, 2:00:00 AM;3.8;;;;
11/23/2018, 8:00:00 PM;46;12/13/2018, 10:00:00 AM;28.6;2/23/2019, 4:01:00 AM;54.9;12/13/2018, 10:00:00 AM;3;2/23/2019, 4:01:00 AM;4.4;;;;
11/23/2018, 10:00:00 PM;48.7;12/13/2018, 12:00:00 PM;27.7;2/24/2019, 2:00:00 AM;47.3;12/13/2018, 12:00:00 PM;3.3;2/24/2019, 2:00:00 AM;4.4;;;;
11/24/2018, 12:00:00 AM;45.8;12/13/2018, 4:00:00 PM;28.4;2/25/2019, 2:00:00 AM;52;12/13/2018, 4:00:00 PM;3.7;2/25/2019, 2:00:00 AM;4.8;;;;
11/24/2018, 2:00:00 AM;63.4;12/13/2018, 6:00:00 PM;26.2;2/25/2019, 6:00:00 PM;33.9;12/13/2018, 6:00:00 PM;4.5;2/25/2019, 6:00:00 PM;3.7;;;;
11/24/2018, 4:00:00 AM;49.5;12/13/2018, 8:00:00 PM;28.7;2/25/2019, 8:00:00 PM;54.4;12/13/2018, 8:00:00 PM;3.4;2/25/2019, 8:00:00 PM;4.4;;;;
11/24/2018, 6:00:00 AM;46.6;12/13/2018, 10:00:00 PM;28.4;2/27/2019, 2:00:00 AM;49;12/13/2018, 10:00:00 PM;3.6;2/27/2019, 2:00:00 AM;5.2;;;;
11/24/2018, 8:00:00 AM;45.3;12/14/2018, 12:00:00 AM;26;2/27/2019, 12:00:00 PM;33.3;12/14/2018, 12:00:00 AM;4.3;2/27/2019, 12:00:00 PM;3.8;;;;
11/24/2018, 10:00:00 AM;48;12/14/2018, 4:00:00 AM;27.2;2/27/2019, 2:00:00 PM;54.1;12/14/2018, 4:00:00 AM;3.1;2/27/2019, 2:00:00 PM;4.5;;;;
11/24/2018, 12:00:00 PM;46.2;12/14/2018, 6:00:00 AM;28.5;2/28/2019, 2:00:00 AM;44.8;12/14/2018, 6:00:00 AM;2.6;2/28/2019, 2:00:00 AM;4.6;;;;
11/24/2018, 2:00:00 PM;42.8;12/14/2018, 8:00:00 AM;27.7;3/1/2019, 2:00:00 AM;39.3;12/14/2018, 8:00:00 AM;3.1;3/1/2019, 2:00:00 AM;4;;;;
11/24/2018, 4:00:00 PM;47;12/14/2018, 10:00:00 AM;27.7;3/1/2019, 4:00:00 AM;57;12/14/2018, 10:00:00 AM;3.4;3/1/2019, 4:00:00 AM;4.7;;;;
11/24/2018, 6:00:00 PM;46.1;12/14/2018, 12:00:00 PM;28.2;3/2/2019, 2:00:00 AM;54;12/14/2018, 12:00:00 PM;2.7;3/2/2019, 2:00:00 AM;4.8;;;;
11/24/2018, 8:00:00 PM;52.7;12/14/2018, 2:00:00 PM;28.5;3/3/2019, 2:00:00 AM;37.2;12/14/2018, 2:00:00 PM;3.4;3/3/2019, 2:00:00 AM;3.4;;;;
11/24/2018, 10:00:00 PM;68;12/14/2018, 4:00:00 PM;27.7;3/3/2019, 4:00:00 AM;56;12/14/2018, 4:00:00 PM;3.8;3/3/2019, 4:00:00 AM;4.2;;;;
11/25/2018, 12:00:00 AM;50;12/14/2018, 6:00:00 PM;28.9;3/4/2019, 2:00:00 AM;39.8;12/14/2018, 6:00:00 PM;3;3/4/2019, 2:00:00 AM;3.9;;;;
11/25/2018, 2:00:00 AM;58.2;12/14/2018, 8:00:00 PM;28.2;3/4/2019, 4:00:00 AM;57.6;12/14/2018, 8:00:00 PM;3.4;3/4/2019, 4:00:00 AM;4.6;;;;
11/25/2018, 4:00:00 AM;46.7;12/14/2018, 9:59:00 PM;27.4;3/5/2019, 2:00:00 AM;46.5;12/14/2018, 9:59:00 PM;3.7;3/5/2019, 2:00:00 AM;4.3;;;;
11/25/2018, 6:00:00 AM;46.3;12/15/2018, 12:00:00 AM;28.7;3/6/2019, 2:00:00 AM;49;12/15/2018, 12:00:00 AM;3;3/6/2019, 2:00:00 AM;4.7;;;;
11/25/2018, 8:00:00 AM;45.3;12/15/2018, 2:00:00 AM;26.4;3/7/2019, 2:00:00 AM;33.7;12/15/2018, 2:00:00 AM;3.2;3/7/2019, 2:00:00 AM;3.6;;;;
11/25/2018, 10:00:00 AM;47.4;12/15/2018, 4:00:00 AM;28.2;3/7/2019, 4:00:00 AM;54.2;12/15/2018, 4:00:00 AM;2.7;3/7/2019, 4:00:00 AM;4.3;;;;
11/25/2018, 12:00:00 PM;45.5;12/15/2018, 6:00:00 AM;27.8;3/8/2019, 2:00:00 AM;41.1;12/15/2018, 6:00:00 AM;3.2;3/8/2019, 2:00:00 AM;4.1;;;;
